first_user_id,venue_id,rating_sum,count
,352,5,1
,353,4,1
,353,5,1
,354,4,1
,354,5,1
,355,5,1
,356,3,1
,356,4,1
,357,5,1
,358,5,1
,360,5,1
,361,5,1
,362,5,1
,363,3,1
,363,4,1
,364,3,1
,364,4,1
,365,5,1
,366,4,1
,366,4,1
,366,4,1
,366,5,1
,367,5,1
,368,5,1
,369,5,1
,370,5,1
,371,5,1
,372,5,1
,373,5,1
,374,3,1
,374,4,1
,375,3,1
,375,4,1
,376,2,1
,376,5,1
,377,5,1
,378,3,1
,378,4,1
,379,3,1
,379,4,1
,2141,2,1
,2754,3,1
,2823,2,1
,2879,2,1
,2891,2,1
,5222,2,1
,5867,2,1
,10326,2,1
,10326,2,1
,11489,3,1
,11850,2,1
,12004,3,1
,81495,2,1
,86023,3,1
,121962,2,1
,168145,2,1
,238468,2,1
2,380,3,1
,380,4,1
,381,3,1
,381,4,1
,382,3,1
,382,4,1
,383,3,1
,383,4,1
,384,3,1
,384,4,1
,385,3,1
,385,4,1
,386,3,1
,386,4,1
,386,4,1
,386,4,1
,387,3,1
,387,4,1
,388,3,1
,388,4,1
,388,4,1
,388,4,1
,389,3,1
,389,4,1
,389,4,1
,390,3,1
,390,4,1
,391,3,1
,391,4,1
,392,3,1
,392,4,1
,393,3,1
,393,4,1
,394,3,1
,394,4,1
,395,3,1
,395,4,1
,395,4,1
,396,3,1
,396,4,1
,397,3,1
,397,4,1
,397,4,1
,397,4,1
,397,4,1
,398,3,1
,398,4,1
,399,3,1
,399,4,1
,400,3,1
,400,4,1
,401,3,1
,401,4,1
,402,3,1
,402,4,1
,403,3,1
,403,4,1
,404,3,1
,404,4,1
,404,4,1
,405,3,1
,405,4,1
,406,3,1
,406,4,1
,406,4,1
,407,3,1
,407,4,1
,407,4,1
,408,3,1
,408,4,1
,409,3,1
,409,4,1
,410,3,1
,410,4,1
,411,3,1
,411,4,1
,412,3,1
,412,4,1
,413,3,1
,413,4,1
,415,4,1
,416,4,1
,416,4,1
,417,4,1
,417,4,1
,418,4,1
,419,4,1
,420,4,1
,420,4,1
,421,4,1
,422,4,1
,423,4,1
,424,4,1
,425,4,1
,426,4,1
,427,4,1
,427,4,1
,428,4,1
,429,4,1
,430,4,1
,431,4,1
,432,4,1
,432,4,1
,433,4,1
,434,4,1
,434,4,1
,435,4,1
,436,4,1
,437,4,1
,438,4,1
,439,4,1
,440,4,1
,441,4,1
,442,4,1
,443,4,1
,444,4,1
,445,4,1
,446,4,1
,447,4,1
,448,3,1
,448,4,1
,449,4,1
,450,4,1
,451,3,1
,451,4,1
,452,4,1
,452,4,1
,453,4,1
,454,4,1
,455,4,1
,456,3,1
,456,4,1
,456,4,1
,457,4,1
,458,4,1
,459,4,1
,460,4,1
,461,4,1
,462,4,1
,463,4,1
,464,3,1
,464,4,1
,465,4,1
,466,4,1
,466,4,1
,467,4,1
,468,4,1
,469,4,1
,470,4,1
,471,4,1
,472,3,1
,472,4,1
,473,4,1
,474,4,1
,475,4,1
,476,3,1
,476,4,1
,476,4,1
,476,4,1
,477,4,1
,477,4,1
,477,4,1
,478,4,1
,479,4,1
,480,3,1
,480,4,1
,480,4,1
,480,4,1
,480,4,1
,481,4,1
,482,3,1
,482,4,1
,483,4,1
,484,4,1
,485,3,1
,485,4,1
,486,3,1
,486,4,1
,487,4,1
,488,4,1
,489,3,1
,489,4,1
,490,4,1
,491,4,1
,492,3,1
,492,4,1
,493,4,1
,494,4,1
,495,4,1
,495,4,1
,495,4,1
,495,4,1
,496,4,1
,497,4,1
,498,4,1
,499,4,1
,500,4,1
,501,3,1
,501,4,1
,501,4,1
,502,4,1
,503,4,1
,504,4,1
,505,5,1
,506,5,1
,507,5,1
,508,5,1
,509,3,1
,509,4,1
,510,3,1
,510,4,1
,510,4,1
,511,3,1
,511,4,1
,512,3,1
,512,4,1
,513,3,1
,513,4,1
,514,3,1
,514,4,1
,515,3,1
,515,4,1
,516,3,1
,516,4,1
,517,3,1
,517,4,1
,518,3,1
,518,4,1
,519,3,1
,519,4,1
,520,3,1
,520,4,1
,521,3,1
,521,4,1
,522,3,1
,522,4,1
,523,3,1
,523,4,1
,524,3,1
,524,4,1
,525,3,1
,525,4,1
,526,3,1
,526,4,1
,527,3,1
,527,4,1
,528,3,1
,528,4,1
,529,3,1
,529,4,1
,530,3,1
,530,4,1
,531,3,1
,531,4,1
,532,3,1
,532,4,1
,533,3,1
,533,4,1
,534,3,1
,534,4,1
,535,3,1
,535,4,1
,536,3,1
,536,4,1
,537,3,1
,537,4,1
,537,4,1
,538,3,1
,538,3,1
,538,4,1
,538,4,1
,539,3,1
,539,4,1
,540,3,1
,540,4,1
,541,3,1
,541,4,1
,542,3,1
,542,4,1
,542,4,1
,543,3,1
,543,4,1
,544,3,1
,544,4,1
,545,3,1
,545,4,1
,545,4,1
,546,3,1
,546,4,1
,546,4,1
,547,3,1
,547,4,1
,548,3,1
,548,4,1
,549,3,1
,549,4,1
,550,3,1
,550,4,1
,551,3,1
,551,3,1
,551,3,1
,551,3,1
,551,4,1
,551,4,1
,551,4,1
,551,4,1
,552,3,1
,552,4,1
,553,3,1
,553,4,1
,554,3,1
,554,4,1
,555,3,1
,555,4,1
,556,3,1
,556,4,1
,557,3,1
,557,4,1
,557,4,1
,558,3,1
,558,4,1
,559,3,1
,559,4,1
,560,3,1
,560,4,1
,560,4,1
,561,3,1
,561,4,1
,562,3,1
,562,4,1
,563,3,1
,563,4,1
,564,3,1
,564,4,1
,565,3,1
,565,4,1
,566,3,1
,566,4,1
,567,3,1
,567,4,1
,568,3,1
,568,4,1
,569,3,1
,569,4,1
,570,3,1
,570,4,1
,571,3,1
,571,4,1
,572,3,1
,572,4,1
,573,3,1
,573,4,1
,574,5,1
,575,5,1
,576,5,1
,577,5,1
,578,5,1
,579,5,1
,580,3,1
,580,4,1
,580,4,1
,581,3,1
,581,4,1
,582,3,1
,582,4,1
,582,4,1
,583,3,1
,583,4,1
,584,3,1
,584,4,1
,584,4,1
,585,3,1
,585,4,1
,586,3,1
,586,3,1
,586,4,1
,586,4,1
,586,4,1
,587,3,1
,587,4,1
,588,3,1
,588,4,1
,588,4,1
,588,4,1
,589,3,1
,589,4,1
,590,3,1
,590,4,1
,591,3,1
,591,4,1
,592,3,1
,592,4,1
,592,4,1
,593,3,1
,593,3,1
,593,4,1
,593,4,1
,593,4,1
,593,4,1
,594,3,1
,594,4,1
,594,4,1
,595,3,1
,595,4,1
,596,3,1
,596,4,1
,597,3,1
,597,4,1
,597,4,1
,597,4,1
,598,3,1
,598,4,1
,598,4,1
,598,4,1
,599,3,1
,599,4,1
,599,4,1
,600,3,1
,600,4,1
,600,4,1
,601,3,1
,601,4,1
,601,4,1
,602,4,1
,603,4,1
,604,4,1
,605,4,1
,606,4,1
,607,4,1
,608,3,1
,608,4,1
,609,3,1
,609,4,1
,610,4,1
,611,4,1
,612,4,1
,613,3,1
,613,4,1
,614,3,1
,614,4,1
,614,4,1
,614,4,1
,615,3,1
,615,4,1
,616,4,1
,617,4,1
,618,4,1
,619,4,1
,620,3,1
,620,4,1
,621,3,1
,621,4,1
,621,4,1
,622,4,1
,623,3,1
,623,4,1
,624,4,1
,625,4,1
,625,4,1
,626,4,1
,627,4,1
,628,4,1
,629,4,1
,630,3,1
,630,4,1
,631,4,1
,632,4,1
,633,4,1
,634,3,1
,634,4,1
,635,4,1
,636,4,1
,637,4,1
,638,3,1
,638,4,1
,638,4,1
,639,3,1
,639,4,1
,640,4,1
,641,4,1
,642,4,1
,643,3,1
,643,4,1
,644,3,1
,644,4,1
,645,3,1
,645,4,1
,646,3,1
,646,4,1
,647,4,1
,648,3,1
,648,4,1
,649,4,1
,650,4,1
,651,4,1
,652,3,1
,652,4,1
,653,3,1
,653,4,1
,653,4,1
,654,3,1
,654,4,1
,655,3,1
,655,4,1
,656,3,1
,656,4,1
,657,4,1
,658,3,1
,658,4,1
,659,3,1
,659,4,1
,660,3,1
,660,4,1
,661,3,1
,661,4,1
,661,4,1
,662,3,1
,662,4,1
,663,3,1
,663,4,1
,664,3,1
,664,4,1
,664,4,1
,665,3,1
,665,4,1
,666,3,1
,666,4,1
,667,3,1
,667,4,1
,668,3,1
,668,4,1
,669,3,1
,669,4,1
,670,3,1
,670,4,1
,671,3,1
,671,4,1
,672,3,1
,672,4,1
,673,3,1
,673,4,1
,674,5,1
,675,3,1
,675,4,1
,676,3,1
,676,4,1
,677,3,1
,677,4,1
,678,3,1
,678,4,1
,679,3,1
,679,4,1
,680,3,1
,680,4,1
,681,3,1
,681,4,1
,682,3,1
,682,4,1
,683,3,1
,683,4,1
,684,3,1
,684,4,1
,685,3,1
,685,4,1
,686,3,1
,686,4,1
,687,3,1
,687,4,1
,688,3,1
,688,4,1
,689,3,1
,689,4,1
,690,3,1
,690,4,1
,691,3,1
,691,4,1
,692,3,1
,692,4,1
,693,3,1
,693,4,1
,694,3,1
,694,4,1
,695,3,1
,695,4,1
,696,3,1
,696,4,1
,697,3,1
,697,4,1
,698,3,1
,698,4,1
,698,4,1
,699,3,1
,699,4,1
,700,3,1
,700,4,1
,701,3,1
,701,4,1
,702,3,1
,702,4,1
,703,3,1
,703,4,1
,703,4,1
,704,3,1
,704,4,1
,704,4,1
,704,4,1
,705,3,1
,705,4,1
,705,4,1
,706,3,1
,706,4,1
,706,4,1
,707,3,1
,707,4,1
,707,4,1
,708,3,1
,708,4,1
,709,3,1
,709,4,1
,709,4,1
,710,3,1
,710,4,1
,711,3,1
,711,4,1
,712,3,1
,712,4,1
,713,3,1
,713,4,1
,714,3,1
,714,4,1
,715,3,1
,715,4,1
,716,3,1
,716,4,1
,717,3,1
,717,4,1
,718,3,1
,718,4,1
,719,3,1
,719,4,1
,720,3,1
,720,4,1
,721,3,1
,721,4,1
,722,3,1
,722,4,1
,723,3,1
,723,4,1
,724,3,1
,724,4,1
,725,3,1
,725,4,1
,726,3,1
,726,4,1
,727,3,1
,727,4,1
,728,3,1
,728,4,1
,729,3,1
,729,4,1
,730,3,1
,730,4,1
,731,3,1
,731,4,1
,732,3,1
,732,4,1
,733,3,1
,733,4,1
,734,3,1
,734,4,1
,735,3,1
,735,4,1
,736,3,1
,736,4,1
,737,3,1
,737,4,1
,738,3,1
,738,4,1
,739,3,1
,739,4,1
,740,3,1
,740,4,1
,741,3,1
,741,4,1
,741,4,1
,741,4,1
,742,3,1
,742,4,1
,743,3,1
,743,4,1
,744,3,1
,744,4,1
,745,3,1
,745,4,1
,745,4,1
,746,3,1
,746,4,1
,746,4,1
,747,3,1
,747,4,1
,748,3,1
,748,4,1
,749,3,1
,749,4,1
,750,3,1
,750,4,1
,751,3,1
,751,4,1
,752,3,1
,752,4,1
,753,3,1
,753,4,1
,754,3,1
,754,4,1
,755,3,1
,755,4,1
,756,3,1
,756,4,1
,757,3,1
,757,4,1
,757,4,1
,758,4,1
,759,3,1
,759,4,1
,760,3,1
,760,4,1
,760,4,1
,760,4,1
,760,4,1
,761,3,1
,761,4,1
,761,4,1
,762,4,1
,762,4,1
,763,5,1
,764,5,1
,765,5,1
,766,5,1
,767,5,1
,768,5,1
,769,5,1
,770,5,1
,771,5,1
,772,5,1
,773,5,1
,774,5,1
,775,5,1
,776,5,1
,777,5,1
,778,5,1
,779,5,1
,780,5,1
,781,5,1
,782,3,1
,782,4,1
,783,3,1
,783,4,1
,784,3,1
,784,4,1
,785,3,1
,785,4,1
,786,3,1
,786,4,1
,787,3,1
,787,4,1
,788,4,1
,788,4,1
,789,3,1
,789,4,1
,790,3,1
,790,4,1
,791,3,1
,791,4,1
,792,3,1
,792,4,1
,793,4,1
,794,3,1
,794,4,1
,794,4,1
,794,4,1
,795,4,1
,795,4,1
,796,3,1
,796,4,1
,797,4,1
,798,4,1
,799,4,1
,800,4,1
,801,4,1
,802,4,1
,803,4,1
,804,4,1
,805,3,1
,805,4,1
,806,4,1
,807,4,1
,808,4,1
,809,4,1
,810,3,1
,810,4,1
,811,4,1
,812,4,1
,812,4,1
,812,4,1
,813,3,1
,813,4,1
,814,4,1
,815,4,1
,816,4,1
,817,3,1
,817,4,1
,818,4,1
,819,4,1
,820,3,1
,820,4,1
,821,3,1
,821,4,1
,822,4,1
,823,4,1
,823,4,1
,824,4,1
,825,4,1
,826,4,1
,826,4,1
,827,4,1
,828,4,1
,829,4,1
,829,4,1
,829,4,1
,830,3,1
,830,4,1
,831,3,1
,831,4,1
,832,4,1
,832,4,1
,833,4,1
,834,3,1
,834,4,1
,835,4,1
,836,3,1
,836,4,1
,837,4,1
,838,4,1
,839,5,1
,840,5,1
,841,5,1
,842,5,1
,843,5,1
,844,5,1
,845,5,1
,846,5,1
,847,3,1
,847,4,1
,848,3,1
,848,4,1
,849,3,1
,849,4,1
,850,3,1
,850,4,1
,850,4,1
,851,3,1
,851,4,1
,852,3,1
,852,4,1
,853,3,1
,853,4,1
,854,3,1
,854,4,1
,855,3,1
,855,4,1
,856,3,1
,856,4,1
,857,3,1
,857,4,1
,858,3,1
,858,4,1
,859,3,1
,859,4,1
,859,4,1
,860,3,1
,860,4,1
,861,3,1
,861,4,1
,861,4,1
,862,3,1
,862,4,1
,863,3,1
,863,4,1
,863,4,1
,863,4,1
,864,3,1
,864,4,1
,865,3,1
,865,4,1
,866,3,1
,866,4,1
,867,3,1
,867,4,1
,868,3,1
,868,4,1
,869,3,1
,869,4,1
,869,4,1
,870,3,1
,870,4,1
,871,3,1
,871,4,1
,872,3,1
,872,4,1
,873,3,1
,873,4,1
,873,4,1
,874,3,1
,874,4,1
,875,3,1
,875,4,1
,876,3,1
,876,4,1
,877,3,1
,877,4,1
,878,3,1
,878,4,1
,879,3,1
,879,4,1
,880,3,1
,880,4,1
,880,4,1
,881,3,1
,881,4,1
,882,3,1
,882,4,1
,882,4,1
,883,3,1
,883,4,1
,884,3,1
,884,4,1
,885,3,1
,885,4,1
,886,3,1
,886,4,1
,887,3,1
,887,4,1
,888,3,1
,888,4,1
,889,3,1
,889,4,1
,890,3,1
,890,4,1
,891,3,1
,891,4,1
,892,3,1
,892,4,1
,893,3,1
,893,4,1
,894,3,1
,894,4,1
,895,3,1
,895,4,1
,896,3,1
,896,4,1
,897,3,1
,897,4,1
,898,3,1
,898,4,1
,899,3,1
,899,4,1
,900,3,1
,900,4,1
,901,3,1
,901,4,1
,902,3,1
,902,4,1
,903,3,1
,903,4,1
,904,3,1
,904,4,1
,905,3,1
,905,4,1
,905,4,1
,906,3,1
,906,4,1
,907,3,1
,907,4,1
,908,3,1
,908,4,1
,909,3,1
,909,4,1
,910,3,1
,910,4,1
,911,3,1
,911,4,1
,912,3,1
,912,4,1
,913,3,1
,913,4,1
,914,3,1
,914,4,1
,915,3,1
,915,4,1
,916,3,1
,916,4,1
,917,3,1
,917,4,1
,918,3,1
,918,4,1
,919,3,1
,919,4,1
,920,3,1
,920,4,1
,921,3,1
,921,4,1
,922,3,1
,922,4,1
,923,3,1
,923,4,1
,924,3,1
,924,4,1
,924,4,1
,925,3,1
,925,4,1
,926,3,1
,926,4,1
,927,3,1
,927,4,1
,928,3,1
,928,4,1
,929,3,1
,929,4,1
,930,3,1
,930,4,1
,931,3,1
,931,4,1
,932,3,1
,932,4,1
,933,3,1
,933,4,1
,934,4,1
,935,3,1
,935,4,1
,936,3,1
,936,4,1
,937,3,1
,937,4,1
,938,3,1
,938,4,1
,939,3,1
,939,4,1
,940,3,1
,940,4,1
,941,4,1
,942,3,1
,942,4,1
,943,3,1
,943,4,1
,944,3,1
,944,4,1
,945,3,1
,945,4,1
,946,3,1
,946,4,1
,947,3,1
,947,4,1
,948,3,1
,948,4,1
,949,3,1
,949,4,1
,950,3,1
,950,4,1
,951,3,1
,951,4,1
,952,3,1
,952,4,1
,953,3,1
,953,4,1
,954,3,1
,954,4,1
,955,3,1
,955,4,1
,956,3,1
,956,4,1
,957,3,1
,957,4,1
,958,3,1
,958,4,1
,959,3,1
,959,4,1
,959,4,1
,960,3,1
,960,4,1
,962,5,1
,963,5,1
,964,5,1
,965,3,1
,965,4,1
,966,3,1
,966,4,1
,966,4,1
,967,4,1
,968,3,1
,968,4,1
,969,4,1
,970,4,1
,971,4,1
,972,4,1
,973,4,1
,974,4,1
,975,4,1
,976,4,1
,977,4,1
,978,4,1
,979,4,1
,980,4,1
,980,4,1
,981,3,1
,981,4,1
,982,3,1
,982,4,1
,982,4,1
,982,4,1
,983,4,1
,984,4,1
,985,4,1
,986,3,1
,986,4,1
,987,3,1
,987,4,1
,988,3,1
,988,4,1
,989,3,1
,989,4,1
,990,4,1
,991,4,1
,992,4,1
,992,4,1
,993,4,1
,994,4,1
,995,4,1
,996,3,1
,996,4,1
,997,4,1
,998,4,1
,999,4,1
,1000,4,1
,1001,4,1
,1002,3,1
,1002,4,1
,1003,4,1
,1004,4,1
,1005,4,1
,1006,4,1
,1007,4,1
,1008,3,1
,1008,4,1
,1009,3,1
,1009,4,1
,1010,4,1
,1011,3,1
,1011,4,1
,1012,4,1
,1013,4,1
,1014,4,1
,1015,4,1
,1016,4,1
,1017,4,1
,1017,4,1
,1018,3,1
,1018,4,1
,1019,3,1
,1019,4,1
,1020,3,1
,1020,4,1
,1021,3,1
,1021,4,1
,1022,4,1
,1023,4,1
,1024,3,1
,1024,4,1
,1025,4,1
,1026,4,1
,1027,4,1
,1028,4,1
,1029,4,1
,1030,3,1
,1030,4,1
,1031,4,1
,1032,4,1
,1033,4,1
,1034,4,1
,1035,4,1
,1036,4,1
,1037,4,1
,1038,4,1
,1039,4,1
,1040,3,1
,1040,4,1
,1041,3,1
,1041,4,1
,1042,4,1
,1043,3,1
,1043,4,1
,1044,3,1
,1044,4,1
,1045,4,1
,1046,3,1
,1046,4,1
,1047,3,1
,1047,4,1
,1048,3,1
,1048,4,1
,1049,3,1
,1049,4,1
,1050,3,1
,1050,4,1
,1051,3,1
,1051,4,1
,1052,3,1
,1052,4,1
,1053,3,1
,1053,4,1
,1054,3,1
,1054,4,1
,1055,4,1
,1174,4,1
,1175,4,1
,1187,3,1
,1187,4,1
,1194,4,1
,1194,4,1
,1198,4,1
,1248,4,1
,1250,4,1
,1350,4,1
,1629,4,1
,1635,4,1
,2268,4,1
,2440,4,1
,2921,4,1
,2921,4,1
,2921,4,1
,2963,4,1
,3074,4,1
,4277,4,1
,5008,2,1
,5222,2,1
,6669,4,1
,6669,4,1
,6669,4,1
,7354,4,1
,7354,4,1
,9257,4,1
,9304,4,1
,9310,2,1
,11195,2,1
,11195,2,1
,11195,2,1
,11195,2,1
,11195,2,1
,12736,4,1
,13941,4,1
,14661,4,1
,15032,4,1
,15032,4,1
,15032,4,1
,15032,4,1
,17176,4,1
,17176,4,1
,17624,4,1
,18073,4,1
,19639,4,1
,21646,4,1
,22073,4,1
,22264,4,1
,24059,4,1
,24710,4,1
,24710,4,1
,24857,4,1
,24857,4,1
,24857,4,1
,24857,4,1
,24857,4,1
,24857,4,1
,27010,4,1
,27335,4,1
,28773,4,1
,30035,4,1
,31327,4,1
,32154,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,33177,4,1
,34166,4,1
,34166,4,1
,34166,4,1
,36277,4,1
,37200,4,1
,37398,4,1
,45007,4,1
,49717,4,1
,50644,4,1
,50651,4,1
,52520,4,1
,52770,4,1
,52770,4,1
,53856,4,1
,54942,4,1
,55315,4,1
,56309,4,1
,56505,4,1
,56578,4,1
,56729,4,1
,57229,4,1
,57728,4,1
,58095,2,1
,58943,4,1
,59667,4,1
,59971,4,1
,61459,4,1
,62033,4,1
,62244,4,1
,64010,4,1
,65715,4,1
,66580,4,1
,66885,4,1
,67673,4,1
,68301,4,1
,69883,4,1
,70540,2,1
,76145,4,1
,77632,4,1
,78074,4,1
,78640,4,1
,82170,4,1
,82170,4,1
,82378,4,1
,83966,4,1
,88138,4,1
,102999,4,1
,105278,4,1
,114087,4,1
,114235,4,1
,114363,4,1
,114366,4,1
,114781,4,1
,116594,4,1
,117445,4,1
,117676,4,1
,119571,4,1
,123129,4,1
,124238,4,1
,125976,4,1
,126822,4,1
,128813,4,1
,151094,4,1
,156609,4,1
,157421,4,1
,157921,4,1
,159035,4,1
,159218,4,1
,160292,4,1
,160295,4,1
,160357,4,1
,160619,4,1
,163303,4,1
,163357,4,1
,163450,4,1
,163657,4,1
,163657,4,1
,163660,4,1
,164177,4,1
,164177,4,1
,164231,4,1
,173032,4,1
,173032,4,1
,177281,4,1
,182330,4,1
,190097,4,1
,192290,4,1
,192303,4,1
,197955,4,1
,198026,4,1
,202682,4,1
,203883,4,1
,204457,4,1
,211827,4,1
,211971,4,1
,225340,4,1
,226631,4,1
,228951,4,1
,231147,4,1
,231147,4,1
,231147,4,1
,231147,4,1
,231147,4,1
,231147,4,1
,237582,4,1
,239059,4,1
,243086,4,1
,245176,4,1
,252834,4,1
,257240,4,1
,257603,4,1
,259211,4,1
,259211,4,1
,262580,4,1
,274765,4,1
,280299,4,1
,283875,4,1
,286150,4,1
,298424,4,1
,298424,4,1
,302828,4,1
,309556,4,1
,319975,4,1
,326757,4,1
,334873,4,1
,339819,4,1
,341745,4,1
,342784,4,1
,354704,4,1
,360787,4,1
,367478,4,1
,377935,4,1
,384022,4,1
,404106,4,1
,405869,4,1
,414244,4,1
,420418,4,1
,424794,4,1
,425479,4,1
,426305,4,1
,438048,4,1
,448602,4,1
,455791,4,1
,473330,4,1
,480260,4,1
,484019,4,1
,507256,4,1
,517750,4,1
,549106,4,1
,561458,4,1
,571245,4,1
,578933,4,1
,592308,4,1
,593851,4,1
,620999,4,1
,621698,4,1
,665859,4,1
,668267,4,1
,684813,4,1
,772389,4,1
,774138,4,1
,774138,4,1
,781791,4,1
,782189,4,1
,782932,4,1
,783204,4,1
,785606,4,1
,787475,4,1
,808119,4,1
,843678,4,1
,856075,4,1
,989876,4,1
,989876,4,1
,989876,4,1
3,1056,5,1
,1057,5,1
,1058,3,1
,1058,4,1
,1059,3,1
,1059,4,1
4,386,4,1
,386,4,1
,388,4,1
,388,4,1
,397,4,1
,397,4,1
,415,4,1
,416,4,1
,417,4,1
,417,4,1
,418,4,1
,419,4,1
,420,4,1
,420,4,1
,421,4,1
,422,4,1
,423,4,1
,424,4,1
,425,4,1
,426,4,1
,427,4,1
,427,4,1
,428,4,1
,429,4,1
,430,4,1
,431,4,1
,432,4,1
,432,4,1
,433,4,1
,434,4,1
,434,4,1
,435,4,1
,436,4,1
,437,4,1
,438,4,1
,439,4,1
,440,4,1
,441,4,1
,442,4,1
,443,4,1
,444,4,1
,445,4,1
,446,4,1
,447,4,1
,448,3,1
,448,4,1
,449,4,1
,450,4,1
,451,3,1
,451,4,1
,452,4,1
,452,4,1
,453,4,1
,454,4,1
,455,4,1
,456,4,1
,457,4,1
,458,4,1
,459,4,1
,460,4,1
,461,4,1
,462,4,1
,463,4,1
,464,3,1
,464,4,1
,465,4,1
,466,4,1
,466,4,1
,467,4,1
,468,4,1
,469,4,1
,470,4,1
,471,4,1
,472,3,1
,472,4,1
,473,4,1
,474,4,1
,475,4,1
,476,3,1
,476,4,1
,476,4,1
,476,4,1
,477,4,1
,477,4,1
,477,4,1
,478,4,1
,479,4,1
,480,3,1
,480,4,1
,480,4,1
,480,4,1
,481,4,1
,482,3,1
,482,4,1
,483,4,1
,484,4,1
,485,3,1
,485,4,1
,486,3,1
,486,4,1
,487,4,1
,488,4,1
,489,3,1
,489,4,1
,490,4,1
,491,4,1
,492,3,1
,492,4,1
,493,4,1
,494,4,1
,495,4,1
,495,4,1
,495,4,1
,495,4,1
,496,4,1
,497,4,1
,498,4,1
,499,4,1
,500,4,1
,501,3,1
,501,4,1
,501,4,1
,502,4,1
,503,4,1
,504,4,1
,551,3,1
,551,4,1
,557,4,1
,566,4,1
,598,3,1
,598,4,1
,604,2,1
,614,3,1
,614,4,1
,614,4,1
,615,3,1
,615,4,1
,621,4,1
,625,4,1
,664,4,1
,673,3,1
,673,4,1
,812,4,1
,812,4,1
,826,4,1
,829,4,1
,829,4,1
,829,4,1
,832,4,1
,834,4,1
,835,3,1
,835,4,1
,869,4,1
,924,3,1
,924,4,1
,965,3,1
,965,4,1
,966,3,1
,966,4,1
,966,4,1
,967,4,1
,968,3,1
,968,4,1
,969,4,1
,970,4,1
,971,4,1
,972,4,1
,973,4,1
,974,4,1
