first_user_id,venue_id,total_rating,total_count,average_rating
1,299,7,2,3.5
1,300,7,2,3.5
1,301,7,2,3.5
1,302,7,2,3.5
1,303,7,2,3.5
1,304,9,2,4.5
1,305,5,1,5
1,306,5,1,5
1,307,5,1,5
1,308,5,1,5
1,309,5,1,5
1,310,5,1,5
1,311,5,1,5
1,312,5,1,5
1,313,7,2,3.5
1,314,7,2,3.5
1,315,7,2,3.5
1,316,7,2,3.5
1,317,7,2,3.5
1,318,7,2,3.5
1,319,5,1,5
1,320,5,1,5
1,321,5,1,5
1,322,5,1,5
1,323,5,1,5
1,324,5,1,5
1,325,5,1,5
1,326,5,1,5
1,327,5,1,5
1,329,5,1,5
1,330,5,1,5
1,331,5,1,5
1,332,5,1,5
1,333,5,1,5
1,334,7,2,3.5
1,335,7,2,3.5
1,336,5,1,5
1,338,9,2,4.5
1,339,5,1,5
1,340,5,1,5
1,341,5,1,5
1,343,5,1,5
1,344,5,1,5
1,345,5,1,5
1,346,7,2,3.5
1,347,7,2,3.5
1,348,7,2,3.5
1,349,5,1,5
1,350,5,1,5
1,351,5,1,5
1,352,5,1,5
1,353,9,2,4.5
1,354,9,2,4.5
1,355,5,1,5
1,356,7,2,3.5
1,357,5,1,5
1,358,5,1,5
1,360,5,1,5
1,361,5,1,5
1,362,5,1,5
1,363,7,2,3.5
1,364,7,2,3.5
1,365,5,1,5
1,366,17,4,4.25
1,367,5,1,5
1,368,5,1,5
1,369,5,1,5
1,370,5,1,5
1,371,5,1,5
1,372,5,1,5
1,373,5,1,5
1,374,7,2,3.5
1,375,7,2,3.5
1,376,7,2,3.5
1,377,5,1,5
1,378,7,2,3.5
1,379,7,2,3.5
1,2141,2,1,2
1,2754,3,1,3
1,2823,2,1,2
1,2879,2,1,2
1,2891,2,1,2
1,5222,2,1,2
1,5867,2,1,2
1,10326,4,2,2
1,11489,3,1,3
1,11850,2,1,2
1,12004,3,1,3
1,81495,2,1,2
1,86023,3,1,3
1,121962,2,1,2
1,168145,2,1,2
1,238468,2,1,2
2,380,7,2,3.5
2,381,7,2,3.5
2,382,7,2,3.5
2,383,7,2,3.5
2,384,7,2,3.5
2,385,7,2,3.5
2,386,15,4,3.75
2,387,7,2,3.5
2,388,15,4,3.75
2,389,11,3,3.666666667
2,390,7,2,3.5
2,391,7,2,3.5
2,392,7,2,3.5
2,393,7,2,3.5
2,394,7,2,3.5
2,395,11,3,3.666666667
2,396,7,2,3.5
2,397,19,5,3.8
2,398,7,2,3.5
2,399,7,2,3.5
2,400,7,2,3.5
2,401,7,2,3.5
2,402,7,2,3.5
2,403,7,2,3.5
2,404,11,3,3.666666667
2,405,7,2,3.5
2,406,11,3,3.666666667
2,407,11,3,3.666666667
2,408,7,2,3.5
2,409,7,2,3.5
2,410,7,2,3.5
2,411,7,2,3.5
2,412,7,2,3.5
2,413,7,2,3.5
2,415,4,1,4
2,416,8,2,4
2,417,8,2,4
2,418,4,1,4
2,419,4,1,4
2,420,8,2,4
2,421,4,1,4
2,422,4,1,4
2,423,4,1,4
2,424,4,1,4
2,425,4,1,4
2,426,4,1,4
2,427,8,2,4
2,428,4,1,4
2,429,4,1,4
2,430,4,1,4
2,431,4,1,4
2,432,8,2,4
2,433,4,1,4
2,434,8,2,4
2,435,4,1,4
2,436,4,1,4
2,437,4,1,4
2,438,4,1,4
2,439,4,1,4
2,440,4,1,4
2,441,4,1,4
2,442,4,1,4
2,443,4,1,4
2,444,4,1,4
2,445,4,1,4
2,446,4,1,4
2,447,4,1,4
2,448,7,2,3.5
2,449,4,1,4
2,450,4,1,4
2,451,7,2,3.5
2,452,8,2,4
2,453,4,1,4
2,454,4,1,4
2,455,4,1,4
2,456,11,3,3.666666667
2,457,4,1,4
2,458,4,1,4
2,459,4,1,4
2,460,4,1,4
2,461,4,1,4
2,462,4,1,4
2,463,4,1,4
2,464,7,2,3.5
2,465,4,1,4
2,466,8,2,4
2,467,4,1,4
2,468,4,1,4
2,469,4,1,4
2,470,4,1,4
2,471,4,1,4
2,472,7,2,3.5
2,473,4,1,4
2,474,4,1,4
2,475,4,1,4
2,476,15,4,3.75
2,477,12,3,4
2,478,4,1,4
2,479,4,1,4
2,480,19,5,3.8
2,481,4,1,4
2,482,7,2,3.5
2,483,4,1,4
2,484,4,1,4
2,485,7,2,3.5
2,486,7,2,3.5
2,487,4,1,4
2,488,4,1,4
2,489,7,2,3.5
2,490,4,1,4
2,491,4,1,4
2,492,7,2,3.5
2,493,4,1,4
2,494,4,1,4
2,495,16,4,4
2,496,4,1,4
2,497,4,1,4
2,498,4,1,4
2,499,4,1,4
2,500,4,1,4
2,501,11,3,3.666666667
2,502,4,1,4
2,503,4,1,4
2,504,4,1,4
2,505,5,1,5
2,506,5,1,5
2,507,5,1,5
2,508,5,1,5
2,509,7,2,3.5
2,510,11,3,3.666666667
2,511,7,2,3.5
2,512,7,2,3.5
2,513,7,2,3.5
2,514,7,2,3.5
2,515,7,2,3.5
2,516,7,2,3.5
2,517,7,2,3.5
2,518,7,2,3.5
2,519,7,2,3.5
2,520,7,2,3.5
2,521,7,2,3.5
2,522,7,2,3.5
2,523,7,2,3.5
2,524,7,2,3.5
2,525,7,2,3.5
2,526,7,2,3.5
2,527,7,2,3.5
2,528,7,2,3.5
2,529,7,2,3.5
2,530,7,2,3.5
2,531,7,2,3.5
2,532,7,2,3.5
2,533,7,2,3.5
2,534,7,2,3.5
2,535,7,2,3.5
2,536,7,2,3.5
2,537,11,3,3.666666667
2,538,14,4,3.5
2,539,7,2,3.5
2,540,7,2,3.5
2,541,7,2,3.5
2,542,11,3,3.666666667
2,543,7,2,3.5
2,544,7,2,3.5
2,545,11,3,3.666666667
2,546,11,3,3.666666667
2,547,7,2,3.5
2,548,7,2,3.5
2,549,7,2,3.5
2,550,7,2,3.5
2,551,28,8,3.5
2,552,7,2,3.5
2,553,7,2,3.5
2,554,7,2,3.5
2,555,7,2,3.5
2,556,7,2,3.5
2,557,11,3,3.666666667
2,558,7,2,3.5
2,559,7,2,3.5
2,560,11,3,3.666666667
2,561,7,2,3.5
2,562,7,2,3.5
2,563,7,2,3.5
2,564,7,2,3.5
2,565,7,2,3.5
2,566,7,2,3.5
2,567,7,2,3.5
2,568,7,2,3.5
2,569,7,2,3.5
2,570,7,2,3.5
2,571,7,2,3.5
2,572,7,2,3.5
2,573,7,2,3.5
2,574,5,1,5
2,575,5,1,5
2,576,5,1,5
2,577,5,1,5
2,578,5,1,5
2,579,5,1,5
2,580,11,3,3.666666667
2,581,7,2,3.5
2,582,11,3,3.666666667
2,583,7,2,3.5
2,584,11,3,3.666666667
2,585,7,2,3.5
2,586,18,5,3.6
2,587,7,2,3.5
2,588,15,4,3.75
2,589,7,2,3.5
2,590,7,2,3.5
2,591,7,2,3.5
2,592,11,3,3.666666667
2,593,22,6,3.666666667
2,594,11,3,3.666666667
2,595,7,2,3.5
2,596,7,2,3.5
2,597,15,4,3.75
2,598,15,4,3.75
2,599,11,3,3.666666667
2,600,11,3,3.666666667
2,601,11,3,3.666666667
2,602,4,1,4
2,603,4,1,4
2,604,4,1,4
2,605,4,1,4
2,606,4,1,4
2,607,4,1,4
2,608,7,2,3.5
2,609,7,2,3.5
2,610,4,1,4
2,611,4,1,4
2,612,4,1,4
2,613,7,2,3.5
2,614,15,4,3.75
2,615,7,2,3.5
2,616,4,1,4
2,617,4,1,4
2,618,4,1,4
2,619,4,1,4
2,620,7,2,3.5
2,621,11,3,3.666666667
2,622,4,1,4
2,623,7,2,3.5
2,624,4,1,4
2,625,8,2,4
2,626,4,1,4
2,627,4,1,4
2,628,4,1,4
2,629,4,1,4
2,630,7,2,3.5
2,631,4,1,4
2,632,4,1,4
2,633,4,1,4
2,634,7,2,3.5
2,635,4,1,4
2,636,4,1,4
2,637,4,1,4
2,638,11,3,3.666666667
2,639,7,2,3.5
2,640,4,1,4
2,641,4,1,4
2,642,4,1,4
2,643,7,2,3.5
2,644,7,2,3.5
2,645,7,2,3.5
2,646,7,2,3.5
2,647,4,1,4
2,648,7,2,3.5
2,649,4,1,4
2,650,4,1,4
2,651,4,1,4
2,652,7,2,3.5
2,653,11,3,3.666666667
2,654,7,2,3.5
2,655,7,2,3.5
2,656,7,2,3.5
2,657,4,1,4
2,658,7,2,3.5
2,659,7,2,3.5
2,660,7,2,3.5
2,661,11,3,3.666666667
2,662,7,2,3.5
2,663,7,2,3.5
2,664,11,3,3.666666667
2,665,7,2,3.5
2,666,7,2,3.5
2,667,7,2,3.5
2,668,7,2,3.5
2,669,7,2,3.5
2,670,7,2,3.5
2,671,7,2,3.5
2,672,7,2,3.5
2,673,7,2,3.5
2,674,5,1,5
2,675,7,2,3.5
2,676,7,2,3.5
2,677,7,2,3.5
2,678,7,2,3.5
2,679,7,2,3.5
2,680,7,2,3.5
2,681,7,2,3.5
2,682,7,2,3.5
2,683,7,2,3.5
2,684,7,2,3.5
2,685,7,2,3.5
2,686,7,2,3.5
2,687,7,2,3.5
2,688,7,2,3.5
2,689,7,2,3.5
2,690,7,2,3.5
2,691,7,2,3.5
2,692,7,2,3.5
2,693,7,2,3.5
2,694,7,2,3.5
2,695,7,2,3.5
2,696,7,2,3.5
2,697,7,2,3.5
2,698,11,3,3.666666667
2,699,7,2,3.5
2,700,7,2,3.5
2,701,7,2,3.5
2,702,7,2,3.5
2,703,11,3,3.666666667
2,704,15,4,3.75
2,705,11,3,3.666666667
2,706,11,3,3.666666667
2,707,11,3,3.666666667
2,708,7,2,3.5
2,709,11,3,3.666666667
2,710,7,2,3.5
2,711,7,2,3.5
2,712,7,2,3.5
2,713,7,2,3.5
2,714,7,2,3.5
2,715,7,2,3.5
2,716,7,2,3.5
2,717,7,2,3.5
2,718,7,2,3.5
2,719,7,2,3.5
2,720,7,2,3.5
2,721,7,2,3.5
2,722,7,2,3.5
2,723,7,2,3.5
2,724,7,2,3.5
2,725,7,2,3.5
2,726,7,2,3.5
2,727,7,2,3.5
2,728,7,2,3.5
2,729,7,2,3.5
2,730,7,2,3.5
2,731,7,2,3.5
2,732,7,2,3.5
2,733,7,2,3.5
2,734,7,2,3.5
2,735,7,2,3.5
2,736,7,2,3.5
2,737,7,2,3.5
2,738,7,2,3.5
2,739,7,2,3.5
2,740,7,2,3.5
2,741,15,4,3.75
2,742,7,2,3.5
2,743,7,2,3.5
2,744,7,2,3.5
2,745,11,3,3.666666667
2,746,11,3,3.666666667
2,747,7,2,3.5
2,748,7,2,3.5
2,749,7,2,3.5
2,750,7,2,3.5
2,751,7,2,3.5
2,752,7,2,3.5
2,753,7,2,3.5
2,754,7,2,3.5
2,755,7,2,3.5
2,756,7,2,3.5
2,757,11,3,3.666666667
2,758,4,1,4
2,759,7,2,3.5
2,760,19,5,3.8
2,761,11,3,3.666666667
2,762,8,2,4
2,763,5,1,5
2,764,5,1,5
2,765,5,1,5
2,766,5,1,5
2,767,5,1,5
2,768,5,1,5
2,769,5,1,5
2,770,5,1,5
2,771,5,1,5
2,772,5,1,5
2,773,5,1,5
2,774,5,1,5
2,775,5,1,5
2,776,5,1,5
2,777,5,1,5
2,778,5,1,5
2,779,5,1,5
2,780,5,1,5
2,781,5,1,5
2,782,7,2,3.5
2,783,7,2,3.5
2,784,7,2,3.5
2,785,7,2,3.5
2,786,7,2,3.5
2,787,7,2,3.5
2,788,8,2,4
2,789,7,2,3.5
2,790,7,2,3.5
2,791,7,2,3.5
2,792,7,2,3.5
2,793,4,1,4
2,794,15,4,3.75
2,795,8,2,4
2,796,7,2,3.5
2,797,4,1,4
2,798,4,1,4
2,799,4,1,4
2,800,4,1,4
2,801,4,1,4
2,802,4,1,4
2,803,4,1,4
2,804,4,1,4
2,805,7,2,3.5
2,806,4,1,4
2,807,4,1,4
2,808,4,1,4
2,809,4,1,4
2,810,7,2,3.5
2,811,4,1,4
2,812,12,3,4
2,813,7,2,3.5
2,814,4,1,4
2,815,4,1,4
2,816,4,1,4
2,817,7,2,3.5
2,818,4,1,4
2,819,4,1,4
2,820,7,2,3.5
2,821,7,2,3.5
2,822,4,1,4
2,823,8,2,4
2,824,4,1,4
2,825,4,1,4
2,826,8,2,4
2,827,4,1,4
2,828,4,1,4
2,829,12,3,4
2,830,7,2,3.5
2,831,7,2,3.5
2,832,8,2,4
2,833,4,1,4
2,834,7,2,3.5
2,835,4,1,4
2,836,7,2,3.5
2,837,4,1,4
2,838,4,1,4
2,839,5,1,5
2,840,5,1,5
2,841,5,1,5
2,842,5,1,5
2,843,5,1,5
2,844,5,1,5
2,845,5,1,5
2,846,5,1,5
2,847,7,2,3.5
2,848,7,2,3.5
2,849,7,2,3.5
2,850,11,3,3.666666667
2,851,7,2,3.5
2,852,7,2,3.5
2,853,7,2,3.5
2,854,7,2,3.5
2,855,7,2,3.5
2,856,7,2,3.5
2,857,7,2,3.5
2,858,7,2,3.5
2,859,11,3,3.666666667
2,860,7,2,3.5
2,861,11,3,3.666666667
2,862,7,2,3.5
2,863,15,4,3.75
2,864,7,2,3.5
2,865,7,2,3.5
2,866,7,2,3.5
2,867,7,2,3.5
2,868,7,2,3.5
2,869,11,3,3.666666667
2,870,7,2,3.5
2,871,7,2,3.5
2,872,7,2,3.5
2,873,11,3,3.666666667
2,874,7,2,3.5
2,875,7,2,3.5
2,876,7,2,3.5
2,877,7,2,3.5
2,878,7,2,3.5
2,879,7,2,3.5
2,880,11,3,3.666666667
2,881,7,2,3.5
2,882,11,3,3.666666667
2,883,7,2,3.5
2,884,7,2,3.5
2,885,7,2,3.5
2,886,7,2,3.5
2,887,7,2,3.5
2,888,7,2,3.5
2,889,7,2,3.5
2,890,7,2,3.5
2,891,7,2,3.5
2,892,7,2,3.5
2,893,7,2,3.5
2,894,7,2,3.5
2,895,7,2,3.5
2,896,7,2,3.5
2,897,7,2,3.5
2,898,7,2,3.5
2,899,7,2,3.5
2,900,7,2,3.5
2,901,7,2,3.5
2,902,7,2,3.5
2,903,7,2,3.5
2,904,7,2,3.5
2,905,11,3,3.666666667
2,906,7,2,3.5
2,907,7,2,3.5
2,908,7,2,3.5
2,909,7,2,3.5
2,910,7,2,3.5
2,911,7,2,3.5
2,912,7,2,3.5
2,913,7,2,3.5
2,914,7,2,3.5
2,915,7,2,3.5
2,916,7,2,3.5
2,917,7,2,3.5
2,918,7,2,3.5
2,919,7,2,3.5
2,920,7,2,3.5
2,921,7,2,3.5
2,922,7,2,3.5
2,923,7,2,3.5
2,924,11,3,3.666666667
2,925,7,2,3.5
2,926,7,2,3.5
2,927,7,2,3.5
2,928,7,2,3.5
2,929,7,2,3.5
2,930,7,2,3.5
2,931,7,2,3.5
2,932,7,2,3.5
2,933,7,2,3.5
2,934,4,1,4
2,935,7,2,3.5
2,936,7,2,3.5
2,937,7,2,3.5
2,938,7,2,3.5
2,939,7,2,3.5
2,940,7,2,3.5
2,941,4,1,4
2,942,7,2,3.5
2,943,7,2,3.5
2,944,7,2,3.5
2,945,7,2,3.5
2,946,7,2,3.5
2,947,7,2,3.5
2,948,7,2,3.5
2,949,7,2,3.5
2,950,7,2,3.5
2,951,7,2,3.5
2,952,7,2,3.5
2,953,7,2,3.5
2,954,7,2,3.5
2,955,7,2,3.5
2,956,7,2,3.5
2,957,7,2,3.5
2,958,7,2,3.5
2,959,11,3,3.666666667
2,960,7,2,3.5
2,962,5,1,5
2,963,5,1,5
2,964,5,1,5
2,965,7,2,3.5
2,966,11,3,3.666666667
2,967,4,1,4
2,968,7,2,3.5
2,969,4,1,4
2,970,4,1,4
2,971,4,1,4
2,972,4,1,4
2,973,4,1,4
2,974,4,1,4
2,975,4,1,4
2,976,4,1,4
2,977,4,1,4
2,978,4,1,4
2,979,4,1,4
2,980,8,2,4
2,981,7,2,3.5
2,982,15,4,3.75
2,983,4,1,4
2,984,4,1,4
2,985,4,1,4
2,986,7,2,3.5
2,987,7,2,3.5
2,988,7,2,3.5
2,989,7,2,3.5
2,990,4,1,4
2,991,4,1,4
2,992,8,2,4
2,993,4,1,4
2,994,4,1,4
2,995,4,1,4
2,996,7,2,3.5
2,997,4,1,4
2,998,4,1,4
2,999,4,1,4
2,1000,4,1,4
2,1001,4,1,4
2,1002,7,2,3.5
2,1003,4,1,4
2,1004,4,1,4
2,1005,4,1,4
2,1006,4,1,4
2,1007,4,1,4
2,1008,7,2,3.5
2,1009,7,2,3.5
2,1010,4,1,4
2,1011,7,2,3.5
2,1012,4,1,4
2,1013,4,1,4
2,1014,4,1,4
2,1015,4,1,4
2,1016,4,1,4
2,1017,8,2,4
2,1018,7,2,3.5
2,1019,7,2,3.5
2,1020,7,2,3.5
2,1021,7,2,3.5
2,1022,4,1,4
2,1023,4,1,4
2,1024,7,2,3.5
2,1025,4,1,4
2,1026,4,1,4
2,1027,4,1,4
2,1028,4,1,4
2,1029,4,1,4
2,1030,7,2,3.5
2,1031,4,1,4
2,1032,4,1,4
2,1033,4,1,4
2,1034,4,1,4
2,1035,4,1,4
2,1036,4,1,4
2,1037,4,1,4
2,1038,4,1,4
2,1039,4,1,4
2,1040,7,2,3.5
2,1041,7,2,3.5
2,1042,4,1,4
2,1043,7,2,3.5
2,1044,7,2,3.5
2,1045,4,1,4
2,1046,7,2,3.5
2,1047,7,2,3.5
2,1048,7,2,3.5
2,1049,7,2,3.5
2,1050,7,2,3.5
2,1051,7,2,3.5
2,1052,7,2,3.5
2,1053,7,2,3.5
2,1054,7,2,3.5
2,1055,4,1,4
2,1174,4,1,4
2,1175,4,1,4
2,1187,7,2,3.5
2,1194,8,2,4
2,1198,4,1,4
2,1248,4,1,4
2,1250,4,1,4
2,1350,4,1,4
2,1629,4,1,4
2,1635,4,1,4
2,2268,4,1,4
2,2440,4,1,4
2,2921,12,3,4
2,2963,4,1,4
2,3074,4,1,4
2,4277,4,1,4
2,5008,2,1,2
2,5222,2,1,2
2,6669,12,3,4
2,7354,8,2,4
2,9257,4,1,4
2,9304,4,1,4
2,9310,2,1,2
2,11195,10,5,2
2,12736,4,1,4
2,13941,4,1,4
2,14661,4,1,4
2,15032,16,4,4
2,17176,8,2,4
2,17624,4,1,4
2,18073,4,1,4
2,19639,4,1,4
2,21646,4,1,4
2,22073,4,1,4
2,22264,4,1,4
2,24059,4,1,4
2,24710,8,2,4
2,24857,24,6,4
2,27010,4,1,4
2,27335,4,1,4
2,28773,4,1,4
2,30035,4,1,4
2,31327,4,1,4
2,32154,4,1,4
2,33177,52,13,4
2,34166,12,3,4
2,36277,4,1,4
2,37200,4,1,4
2,37398,4,1,4
2,45007,4,1,4
2,49717,4,1,4
2,50644,4,1,4
2,50651,4,1,4
2,52520,4,1,4
2,52770,8,2,4
2,53856,4,1,4
2,54942,4,1,4
2,55315,4,1,4
2,56309,4,1,4
2,56505,4,1,4
2,56578,4,1,4
2,56729,4,1,4
2,57229,4,1,4
2,57728,4,1,4
2,58095,2,1,2
2,58943,4,1,4
2,59667,4,1,4
2,59971,4,1,4
2,61459,4,1,4
2,62033,4,1,4
2,62244,4,1,4
2,64010,4,1,4
2,65715,4,1,4
2,66580,4,1,4
2,66885,4,1,4
2,67673,4,1,4
2,68301,4,1,4
2,69883,4,1,4
2,70540,2,1,2
2,76145,4,1,4
2,77632,4,1,4
2,78074,4,1,4
2,78640,4,1,4
2,82170,8,2,4
2,82378,4,1,4
2,83966,4,1,4
2,88138,4,1,4
2,102999,4,1,4
2,105278,4,1,4
2,114087,4,1,4
2,114235,4,1,4
2,114363,4,1,4
2,114366,4,1,4
2,114781,4,1,4
2,116594,4,1,4
2,117445,4,1,4
2,117676,4,1,4
2,119571,4,1,4
2,123129,4,1,4
2,124238,4,1,4
2,125976,4,1,4
2,126822,4,1,4
2,128813,4,1,4
2,151094,4,1,4
2,156609,4,1,4
2,157421,4,1,4
2,157921,4,1,4
2,159035,4,1,4
2,159218,4,1,4
2,160292,4,1,4
2,160295,4,1,4
2,160357,4,1,4
2,160619,4,1,4
2,163303,4,1,4
2,163357,4,1,4
2,163450,4,1,4
2,163657,8,2,4
2,163660,4,1,4
2,164177,8,2,4
2,164231,4,1,4
2,173032,8,2,4
2,177281,4,1,4
2,182330,4,1,4
2,190097,4,1,4
2,192290,4,1,4
2,192303,4,1,4
2,197955,4,1,4
2,198026,4,1,4
2,202682,4,1,4
2,203883,4,1,4
2,204457,4,1,4
2,211827,4,1,4
2,211971,4,1,4
2,225340,4,1,4
2,226631,4,1,4
2,228951,4,1,4
2,231147,24,6,4
2,237582,4,1,4
2,239059,4,1,4
2,243086,4,1,4
2,245176,4,1,4
2,252834,4,1,4
2,257240,4,1,4
2,257603,4,1,4
2,259211,8,2,4
2,262580,4,1,4
2,274765,4,1,4
2,280299,4,1,4
2,283875,4,1,4
2,286150,4,1,4
2,298424,8,2,4
2,302828,4,1,4
2,309556,4,1,4
2,319975,4,1,4
2,326757,4,1,4
2,334873,4,1,4
2,339819,4,1,4
2,341745,4,1,4
2,342784,4,1,4
2,354704,4,1,4
2,360787,4,1,4
2,367478,4,1,4
2,377935,4,1,4
2,384022,4,1,4
2,404106,4,1,4
2,405869,4,1,4
2,414244,4,1,4
2,420418,4,1,4
2,424794,4,1,4
2,425479,4,1,4
2,426305,4,1,4
2,438048,4,1,4
2,448602,4,1,4
2,455791,4,1,4
2,473330,4,1,4
2,480260,4,1,4
2,484019,4,1,4
2,507256,4,1,4
2,517750,4,1,4
2,549106,4,1,4
2,561458,4,1,4
2,571245,4,1,4
2,578933,4,1,4
2,592308,4,1,4
2,593851,4,1,4
2,620999,4,1,4
2,621698,4,1,4
2,665859,4,1,4
2,668267,4,1,4
2,684813,4,1,4
2,772389,4,1,4
2,774138,8,2,4
2,781791,4,1,4
2,782189,4,1,4
2,782932,4,1,4
2,783204,4,1,4
2,785606,4,1,4
2,787475,4,1,4
2,808119,4,1,4
2,843678,4,1,4
2,856075,4,1,4
2,989876,12,3,4
3,1056,5,1,5
3,1057,5,1,5
3,1058,7,2,3.5
3,1059,7,2,3.5
4,386,8,2,4
4,388,8,2,4
4,397,8,2,4
4,415,4,1,4
4,416,4,1,4
4,417,8,2,4
4,418,4,1,4
4,419,4,1,4
4,420,8,2,4
4,421,4,1,4
4,422,4,1,4
4,423,4,1,4
4,424,4,1,4
4,425,4,1,4
4,426,4,1,4
4,427,8,2,4
4,428,4,1,4
4,429,4,1,4
4,430,4,1,4
4,431,4,1,4
4,432,8,2,4
4,433,4,1,4
4,434,8,2,4
4,435,4,1,4
4,436,4,1,4
4,437,4,1,4
4,438,4,1,4
4,439,4,1,4
4,440,4,1,4
4,441,4,1,4
4,442,4,1,4
4,443,4,1,4
4,444,4,1,4
4,445,4,1,4
4,446,4,1,4
4,447,4,1,4
4,448,7,2,3.5
4,449,4,1,4
4,450,4,1,4
4,451,7,2,3.5
4,452,8,2,4
4,453,4,1,4
4,454,4,1,4
4,455,4,1,4
4,456,4,1,4
4,457,4,1,4
4,458,4,1,4
4,459,4,1,4
4,460,4,1,4
4,461,4,1,4
4,462,4,1,4
4,463,4,1,4
4,464,7,2,3.5
4,465,4,1,4
4,466,8,2,4
4,467,4,1,4
4,468,4,1,4
4,469,4,1,4
4,470,4,1,4
4,471,4,1,4
4,472,7,2,3.5
4,473,4,1,4
4,474,4,1,4
4,475,4,1,4
4,476,15,4,3.75
4,477,12,3,4
4,478,4,1,4
4,479,4,1,4
4,480,15,4,3.75
4,481,4,1,4
4,482,7,2,3.5
4,483,4,1,4
4,484,4,1,4
4,485,7,2,3.5
4,486,7,2,3.5
4,487,4,1,4
4,488,4,1,4
4,489,7,2,3.5
4,490,4,1,4
4,491,4,1,4
4,492,7,2,3.5
4,493,4,1,4
4,494,4,1,4
4,495,16,4,4
4,496,4,1,4
4,497,4,1,4
4,498,4,1,4
4,499,4,1,4
4,500,4,1,4
4,501,11,3,3.666666667
4,502,4,1,4
4,503,4,1,4
4,504,4,1,4
4,551,7,2,3.5
4,557,4,1,4
4,566,4,1,4
4,598,7,2,3.5
4,604,2,1,2
4,614,11,3,3.666666667
4,615,7,2,3.5
4,621,4,1,4
4,625,4,1,4
4,664,4,1,4
4,673,7,2,3.5
4,812,8,2,4
4,826,4,1,4
4,829,12,3,4
4,832,4,1,4
4,834,4,1,4
4,835,7,2,3.5
4,869,4,1,4
4,924,7,2,3.5
4,965,7,2,3.5
4,966,11,3,3.666666667
4,967,4,1,4
4,968,7,2,3.5
4,969,4,1,4
4,970,4,1,4
4,971,4,1,4
4,972,4,1,4
4,973,4,1,4
4,974,4,1,4
4,975,4,1,4
4,976,4,1,4
4,977,4,1,4
4,978,4,1,4
4,979,4,1,4
4,980,8,2,4
4,981,7,2,3.5
4,982,15,4,3.75
4,983,4,1,4
4,984,4,1,4
4,985,4,1,4
4,986,7,2,3.5
4,987,7,2,3.5
4,988,7,2,3.5
4,989,7,2,3.5
4,990,4,1,4
4,991,4,1,4
4,992,8,2,4
4,993,4,1,4
4,994,4,1,4
4,995,4,1,4
4,996,7,2,3.5
4,997,4,1,4
4,998,4,1,4
4,999,4,1,4
4,1000,4,1,4
4,1001,4,1,4
4,1002,7,2,3.5
4,1003,4,1,4
4,1004,4,1,4
4,1005,4,1,4
4,1006,4,1,4
4,1007,4,1,4
4,1008,7,2,3.5
4,1009,7,2,3.5
4,1010,4,1,4
4,1011,7,2,3.5
4,1012,4,1,4
4,1013,4,1,4
4,1014,4,1,4
4,1015,4,1,4
4,1016,4,1,4
4,1017,8,2,4
4,1018,7,2,3.5
4,1019,7,2,3.5
4,1020,7,2,3.5
4,1021,7,2,3.5
4,1022,4,1,4
4,1023,4,1,4
4,1024,7,2,3.5
4,1025,11,3,3.666666667
4,1026,4,1,4
4,1027,4,1,4
4,1028,4,1,4
4,1029,4,1,4
