first_user_id,second_user_id,venue_id,rating,count
1,23,281,3,
1,23,282,4,
1,23,280,5,
1,23,281,4,
1,23,283,3,
1,23,284,4,
1,23,282,3,
1,23,283,4,
1,24,300,4,
1,24,300,3,
1,24,298,3,
1,24,299,4,
1,24,299,3,
1,24,286,5,
1,24,287,5,
1,24,301,4,
1,24,301,3,
1,24,302,4,
1,24,302,3,
1,24,303,4,
1,24,303,3,
1,24,295,5,
1,24,296,4,
1,24,296,3,
1,24,297,4,
1,24,297,3,
1,24,298,4,
1,24,292,4,
1,24,288,5,
1,24,289,5,
1,24,291,5,
1,24,292,5,
1,24,293,5,
1,25,304,5,
1,25,304,4,
1,25,305,5,
1,25,168145,2,
1,26,307,5,
1,26,64,2,
1,26,306,5,
1,26,316,4,
1,26,316,3,
1,26,308,5,
1,26,309,5,
1,26,310,5,
1,26,311,5,
1,26,312,5,
1,26,313,4,
1,26,313,3,
1,26,314,4,
1,26,314,3,
1,26,315,4,
1,26,315,3,
1,26,318,4,
1,26,318,3,
1,26,317,4,
1,26,317,3,
1,27,320,5,
1,27,208,3,
1,27,319,5,
1,28,321,5,
1,28,121962,2,
1,28,322,5,
1,28,323,5,
1,28,2891,2,
1,29,325,5,
1,29,324,5,
1,29,330,5,
1,29,326,5,
1,29,327,5,
1,29,329,5,
1,29,334,4,
1,29,331,5,
1,29,332,5,
1,29,333,5,
1,29,5867,2,
1,29,334,3,
1,29,335,4,
1,29,335,3,
1,30,336,5,
1,30,347,3,
1,30,348,4,
1,30,338,4,
1,30,338,5,
1,30,339,5,
1,30,340,5,
1,30,341,5,
1,30,343,5,
1,30,344,5,
1,30,345,5,
1,30,346,4,
1,30,346,3,
1,30,347,4,
1,30,348,3,
1,31,12004,3,
1,31,238468,2,
1,31,349,5,
1,32,356,4,
1,32,356,3,
1,32,350,5,
1,32,351,5,
1,32,352,5,
1,32,353,4,
1,32,353,5,
1,32,354,4,
1,32,354,5,
1,32,355,5,
1,33,361,5,
1,33,357,5,
1,33,358,5,
1,33,360,5,
1,33,364,4,
1,33,362,5,
1,33,363,4,
1,33,363,3,
1,33,364,3,
1,34,366,4,
1,34,365,5,
1,34,366,4,
1,34,366,4,
1,34,367,5,
1,34,368,5,
1,34,369,5,
1,34,366,5,
1,34,370,5,
1,35,371,5,
1,35,372,5,
1,35,373,5,
1,35,374,3,
1,35,374,4,
1,36,375,3,
1,36,375,4,
1,37,64,2,
1,37,10326,2,
1,37,10326,2,
1,37,376,5,
1,37,223,4,
1,37,223,3,
1,37,376,2,
1,37,379,4,
1,37,377,5,
1,37,378,4,
1,37,378,3,
1,37,379,3,
1,37,2823,2,
1,37,5222,2,
2,38,380,3,
2,38,380,4,
2,38,387,4,
2,38,381,4,
2,38,381,3,
2,38,382,4,
2,38,382,3,
2,38,383,4,
2,38,383,3,
2,38,384,4,
2,38,384,3,
2,38,385,4,
2,38,385,3,
2,38,386,4,
2,38,386,3,
2,38,399,4,
2,38,399,3,
2,38,400,4,
2,38,400,3,
2,38,401,4,
2,38,401,3,
2,38,402,4,
2,38,402,3,
2,38,403,4,
2,38,403,3,
2,38,404,4,
2,38,404,4,
2,38,404,3,
2,38,405,4,
2,38,405,3,
2,38,387,3,
2,38,388,4,
2,38,388,3,
2,38,389,4,
2,38,389,4,
2,38,389,3,
2,38,390,4,
2,38,390,3,
2,38,391,4,
2,38,391,3,
2,38,392,4,
2,38,392,3,
2,38,393,4,
2,38,393,3,
2,38,394,4,
2,38,394,3,
2,38,395,4,
2,38,395,4,
2,38,395,3,
2,38,396,4,
2,38,396,3,
2,38,397,4,
2,38,397,3,
2,38,398,4,
2,38,398,3,
2,38,512,3,
2,38,513,4,
2,38,513,3,
2,38,514,4,
2,38,514,3,
2,38,515,4,
2,38,515,3,
2,38,516,4,
2,38,516,3,
2,38,517,4,
2,38,517,3,
2,38,518,4,
2,38,518,3,
2,38,519,4,
2,38,519,3,
2,38,406,4,
2,38,406,4,
2,38,406,3,
2,38,407,4,
2,38,407,3,
2,38,408,4,
2,38,408,3,
2,38,409,4,
2,38,409,3,
2,38,410,4,
2,38,410,3,
2,38,411,4,
2,38,411,3,
2,38,412,4,
2,38,412,3,
2,38,413,4,
2,38,413,3,
2,38,509,4,
2,38,509,3,
2,38,510,4,
2,38,510,4,
2,38,510,3,
2,38,511,4,
2,38,511,3,
2,38,512,4,
2,38,532,3,
2,38,533,4,
2,38,533,3,
2,38,534,4,
2,38,534,3,
2,38,535,4,
2,38,535,3,
2,38,536,4,
2,38,536,3,
2,38,537,4,
2,38,537,4,
2,38,537,3,
2,38,538,4,
2,38,538,3,
2,38,539,4,
2,38,539,3,
2,38,540,4,
2,38,540,3,
2,38,541,4,
2,38,541,3,
2,38,542,4,
2,38,542,4,
2,38,542,3,
2,38,543,4,
2,38,543,3,
2,38,544,4,
2,38,544,3,
2,38,545,4,
2,38,545,4,
2,38,545,3,
2,38,546,4,
2,38,546,4,
2,38,546,3,
2,38,547,4,
2,38,547,3,
2,38,548,4,
2,38,548,3,
2,38,549,4,
2,38,549,3,
2,38,550,4,
2,38,550,3,
2,38,551,4,
2,38,551,3,
2,38,552,4,
2,38,552,3,
2,38,553,4,
2,38,553,3,
2,38,554,4,
2,38,554,3,
2,38,555,4,
2,38,555,3,
2,38,556,4,
2,38,556,3,
2,38,557,4,
2,38,557,3,
2,38,558,4,
2,38,558,3,
2,38,559,4,
2,38,559,3,
2,38,560,4,
2,38,560,3,
2,38,561,4,
2,38,561,3,
2,38,562,4,
2,38,562,3,
2,38,563,4,
2,38,563,3,
2,38,564,4,
2,38,564,3,
2,38,565,4,
2,38,565,3,
2,38,566,4,
2,38,566,3,
2,38,567,4,
2,38,567,3,
2,38,568,4,
2,38,568,3,
2,38,569,4,
2,38,569,3,
2,38,570,4,
2,38,570,3,
2,38,571,4,
2,38,571,3,
2,38,572,4,
2,38,572,3,
2,38,573,4,
2,38,573,3,
2,38,580,4,
2,38,582,4,
2,38,592,4,
2,38,593,4,
2,38,593,4,
2,38,597,4,
2,38,661,4,
2,38,760,4,
2,38,788,4,
2,38,520,4,
2,38,520,3,
2,38,521,4,
2,38,521,3,
2,38,522,4,
2,38,522,3,
2,38,523,4,
2,38,523,3,
2,38,524,4,
2,38,524,3,
2,38,525,4,
2,38,525,3,
2,38,526,4,
2,38,526,3,
2,38,527,4,
2,38,527,3,
2,38,528,4,
2,38,528,3,
2,38,529,4,
2,38,529,3,
2,38,530,4,
2,38,530,3,
2,38,531,4,
2,38,531,3,
2,38,532,4,
2,38,22264,4,
2,38,24710,4,
2,38,27010,4,
2,38,30035,4,
2,38,31327,4,
2,38,45007,4,
2,38,52770,4,
2,38,53856,4,
2,38,54942,4,
2,38,56309,4,
2,38,56729,4,
2,38,57229,4,
2,38,58943,4,
2,38,59971,4,
2,38,62244,4,
2,38,66580,4,
2,38,66885,4,
2,38,76145,4,
2,38,77632,4,
2,38,78074,4,
2,38,78640,4,
2,38,83966,4,
2,38,105278,4,
2,38,114087,4,
2,38,114363,4,
2,38,114366,4,
2,38,116594,4,
2,38,128813,4,
2,38,151094,4,
2,38,157421,4,
2,38,160292,4,
2,38,160295,4,
2,38,160619,4,
2,38,163357,4,
2,38,163450,4,
2,38,163657,4,
2,38,164231,4,
2,38,192290,4,
2,38,197955,4,
2,38,198026,4,
2,38,203883,4,
2,38,211827,4,
2,38,211971,4,
2,38,226631,4,
2,38,239059,4,
2,38,259211,4,
2,38,262580,4,
2,38,280299,4,
2,38,302828,4,
2,38,309556,4,
2,38,339819,4,
2,38,341745,4,
2,38,342784,4,
2,38,354704,4,
2,38,367478,4,
2,38,426305,4,
2,38,438048,4,
2,38,448602,4,
2,38,480260,4,
2,38,549106,4,
2,38,561458,4,
2,38,578933,4,
2,38,592308,4,
2,38,593851,4,
2,38,782189,4,
2,38,787475,4,
2,38,1175,4,
2,38,1194,4,
2,38,2440,4,
2,38,2921,4,
2,38,2921,4,
2,38,2921,4,
2,38,2963,4,
2,38,7354,4,
2,38,7354,4,
2,38,9257,4,
2,38,12736,4,
2,38,17176,4,
2,38,17624,4,
2,38,18073,4,
2,38,21646,4,
2,38,22073,4,
2,38,823,4,
2,38,873,4,
2,38,880,4,
2,38,794,4,
2,38,924,4,
2,38,959,4,
2,38,1174,4,
2,38,882,4,
2,39,70540,2,
2,40,424,4,
2,40,425,4,
2,40,426,4,
2,40,434,4,
2,40,434,4,
2,40,435,4,
2,40,436,4,
2,40,427,4,
2,40,427,4,
2,40,428,4,
2,40,429,4,
2,40,430,4,
2,40,431,4,
2,40,432,4,
2,40,432,4,
2,40,433,4,
2,40,386,4,
2,40,388,4,
2,40,388,4,
2,40,397,4,
2,40,415,4,
2,40,416,4,
2,40,417,4,
2,40,417,4,
2,40,418,4,
2,40,419,4,
2,40,420,4,
2,40,420,4,
2,40,421,4,
2,40,422,4,
2,40,423,4,
2,40,458,4,
2,40,459,4,
2,40,460,4,
2,40,461,4,
2,40,462,4,
2,40,463,4,
2,40,464,4,
2,40,464,3,
2,40,465,4,
2,40,466,4,
2,40,466,4,
2,40,467,4,
2,40,468,4,
2,40,469,4,
2,40,470,4,
2,40,471,4,
2,40,472,4,
2,40,472,3,
2,40,473,4,
2,40,474,4,
2,40,475,4,
2,40,476,4,
2,40,476,4,
2,40,476,4,
2,40,476,3,
2,40,477,4,
2,40,477,4,
2,40,477,4,
2,40,478,4,
2,40,479,4,
2,40,480,4,
2,40,480,4,
2,40,481,4,
2,40,482,4,
2,40,482,3,
2,40,483,4,
2,40,484,4,
2,40,485,4,
2,40,485,3,
2,40,486,4,
2,40,486,3,
2,40,487,4,
2,40,488,4,
2,40,489,4,
2,40,489,3,
2,40,490,4,
2,40,491,4,
2,40,492,4,
2,40,492,3,
2,40,493,4,
2,40,494,4,
2,40,495,4,
2,40,495,4,
2,40,495,4,
2,40,496,4,
2,40,497,4,
2,40,498,4,
2,40,499,4,
2,40,500,4,
2,40,501,4,
2,40,501,4,
2,40,501,3,
2,40,502,4,
2,40,503,4,
2,40,504,4,
2,40,621,4,
2,40,812,4,
2,40,812,4,
2,40,826,4,
2,40,829,4,
2,40,829,4,
2,40,832,4,
2,40,966,4,
2,40,980,4,
2,40,982,4,
2,40,982,4,
2,40,992,4,
2,40,1017,4,
2,40,1198,4,
2,40,1248,4,
2,40,1350,4,
2,40,1629,4,
2,40,1635,4,
2,40,3074,4,
2,40,4277,4,
2,40,6669,4,
2,40,6669,4,
2,40,6669,4,
2,40,9304,4,
2,40,14661,4,
2,40,15032,4,
2,40,19639,4,
2,40,24059,4,
2,40,24710,4,
2,40,27335,4,
2,40,28773,4,
2,40,32154,4,
2,40,437,4,
2,40,438,4,
2,40,439,4,
2,40,440,4,
2,40,441,4,
2,40,442,4,
2,40,443,4,
2,40,444,4,
2,40,445,4,
2,40,446,4,
2,40,447,4,
2,40,448,4,
2,40,448,3,
2,40,449,4,
2,40,450,4,
2,40,451,4,
2,40,451,3,
2,40,452,4,
2,40,452,4,
2,40,453,4,
2,40,454,4,
2,40,455,4,
2,40,456,4,
2,40,457,4,
2,40,157921,4,
2,40,159035,4,
2,40,159218,4,
2,40,160357,4,
2,40,163303,4,
2,40,173032,4,
2,40,173032,4,
2,40,177281,4,
2,40,182330,4,
2,40,190097,4,
2,40,202682,4,
2,40,228951,4,
2,40,237582,4,
2,40,243086,4,
2,40,245176,4,
2,40,252834,4,
2,40,257240,4,
2,40,257603,4,
2,40,283875,4,
2,40,298424,4,
2,40,298424,4,
2,40,319975,4,
2,40,360787,4,
2,40,384022,4,
2,40,404106,4,
2,40,405869,4,
2,40,420418,4,
2,40,424794,4,
2,40,425479,4,
2,40,473330,4,
2,40,484019,4,
2,40,507256,4,
2,40,517750,4,
2,40,620999,4,
2,40,621698,4,
2,40,668267,4,
2,40,684813,4,
2,40,772389,4,
2,40,774138,4,
2,40,774138,4,
2,40,781791,4,
2,40,782932,4,
2,40,783204,4,
2,40,808119,4,
2,40,843678,4,
2,40,856075,4,
2,40,34166,4,
2,40,36277,4,
2,40,37398,4,
2,40,49717,4,
2,40,50651,4,
2,40,52520,4,
2,40,56505,4,
2,40,56578,4,
2,40,61459,4,
2,40,62033,4,
2,40,65715,4,
2,40,34166,4,
2,40,34166,4,
2,40,82170,4,
2,40,82378,4,
2,40,88138,4,
2,40,114781,4,
2,40,117676,4,
2,40,124238,4,
2,40,125976,4,
2,40,126822,4,
2,40,156609,4,
2,40,68301,4,
2,40,82170,4,
2,41,505,5,
2,41,506,5,
2,41,507,5,
2,41,508,5,
2,42,579,5,
2,42,9310,2,
2,42,574,5,
2,42,575,5,
2,42,576,5,
2,42,577,5,
2,42,578,5,
2,42,11195,2,
2,42,11195,2,
2,42,11195,2,
2,42,11195,2,
2,42,58095,2,
2,43,587,3,
2,43,588,4,
2,43,588,4,
2,43,590,3,
2,43,591,4,
2,43,591,3,
2,43,592,4,
2,43,592,3,
2,43,593,4,
2,43,593,3,
2,43,594,4,
2,43,588,4,
2,43,588,3,
2,43,589,4,
2,43,589,3,
2,43,590,4,
2,43,397,4,
2,43,551,4,
2,43,551,3,
2,43,580,4,
2,43,580,3,
2,43,581,4,
2,43,581,3,
2,43,582,4,
2,43,582,3,
2,43,583,4,
2,43,583,3,
2,43,584,4,
2,43,584,4,
2,43,584,3,
2,43,585,4,
2,43,585,3,
2,43,586,4,
2,43,586,3,
2,43,587,4,
2,43,605,4,
2,43,606,4,
2,43,607,4,
2,43,608,4,
2,43,608,3,
2,43,609,4,
2,43,609,3,
2,43,610,4,
2,43,611,4,
2,43,612,4,
2,43,613,4,
2,43,613,3,
2,43,614,4,
2,43,615,4,
2,43,615,3,
2,43,616,4,
2,43,617,4,
2,43,618,4,
2,43,619,4,
2,43,620,4,
2,43,620,3,
2,43,621,4,
2,43,621,3,
2,43,622,4,
2,43,623,4,
2,43,623,3,
2,43,624,4,
2,43,625,4,
2,43,626,4,
2,43,627,4,
2,43,628,4,
2,43,629,4,
2,43,630,4,
2,43,630,3,
2,43,631,4,
2,43,632,4,
2,43,633,4,
2,43,634,4,
2,43,634,3,
2,43,635,4,
2,43,636,4,
2,43,637,4,
2,43,638,4,
2,43,638,4,
2,43,638,3,
2,43,639,4,
2,43,639,3,
2,43,640,4,
2,43,641,4,
2,43,642,4,
2,43,643,4,
2,43,643,3,
2,43,644,4,
2,43,644,3,
2,43,645,4,
2,43,645,3,
2,43,646,4,
2,43,646,3,
2,43,647,4,
2,43,648,4,
2,43,648,3,
2,43,649,4,
2,43,650,4,
2,43,651,4,
2,43,652,4,
2,43,652,3,
2,43,653,4,
2,43,653,4,
2,43,653,3,
2,43,654,4,
2,43,654,3,
2,43,655,4,
2,43,655,3,
2,43,656,4,
2,43,656,3,
2,43,657,4,
2,43,658,4,
2,43,658,3,
2,43,659,4,
2,43,659,3,
2,43,660,4,
2,43,660,3,
2,43,661,4,
2,43,661,3,
2,43,662,4,
2,43,662,3,
2,43,663,4,
2,43,663,3,
2,43,664,4,
2,43,664,3,
2,43,665,4,
2,43,665,3,
2,43,666,4,
2,43,666,3,
2,43,667,4,
2,43,667,3,
2,43,668,4,
2,43,668,3,
2,43,669,4,
2,43,669,3,
2,43,670,4,
2,43,670,3,
2,43,671,4,
2,43,671,3,
2,43,672,4,
2,43,672,3,
2,43,673,4,
2,43,673,3,
2,43,1187,4,
2,43,117445,4,
2,43,119571,4,
2,43,204457,4,
2,43,599,3,
2,43,600,4,
2,43,600,4,
2,43,600,3,
2,43,601,4,
2,43,601,4,
2,43,601,3,
2,43,602,4,
2,43,603,4,
2,43,604,4,
2,43,598,4,
2,43,598,4,
2,43,598,3,
2,43,599,4,
2,43,594,4,
2,43,594,3,
2,43,595,4,
2,43,595,3,
2,43,596,4,
2,43,596,3,
2,43,597,4,
2,43,597,4,
2,43,597,3,
2,43,599,4,
2,44,674,5,
2,44,675,4,
2,44,675,3,
2,44,678,3,
2,44,676,3,
2,44,677,4,
2,44,677,3,
2,44,676,4,
2,44,678,4,
2,45,680,4,
2,45,680,3,
2,45,681,4,
2,45,679,3,
2,45,686,3,
2,45,687,4,
2,45,687,3,
2,45,681,3,
2,45,682,4,
2,45,682,3,
2,45,683,4,
2,45,683,3,
2,45,684,4,
2,45,684,3,
2,45,685,4,
2,45,685,3,
2,45,686,4,
2,45,699,4,
2,45,699,3,
2,45,700,4,
2,45,700,3,
2,45,701,4,
2,45,701,3,
2,45,702,4,
2,45,702,3,
2,45,703,4,
2,45,703,4,
2,45,703,3,
2,45,704,4,
2,45,704,4,
2,45,704,4,
2,45,704,3,
2,45,705,4,
2,45,705,4,
2,45,688,4,
2,45,688,3,
2,45,689,4,
2,45,689,3,
2,45,690,4,
2,45,690,3,
2,45,691,4,
2,45,691,3,
2,45,692,4,
2,45,692,3,
2,45,693,4,
2,45,693,3,
2,45,694,4,
2,45,694,3,
2,45,695,4,
2,45,695,3,
2,45,696,4,
2,45,696,3,
2,45,697,4,
2,45,697,3,
2,45,698,4,
2,45,698,4,
2,45,698,3,
2,45,715,3,
2,45,716,4,
2,45,716,3,
2,45,717,4,
2,45,717,3,
2,45,718,4,
2,45,718,3,
2,45,719,4,
2,45,719,3,
2,45,720,4,
2,45,720,3,
2,45,721,4,
2,45,721,3,
2,45,722,4,
2,45,722,3,
2,45,723,4,
2,45,723,3,
2,45,705,3,
2,45,706,4,
2,45,706,4,
2,45,706,3,
2,45,707,4,
2,45,707,4,
2,45,707,3,
2,45,708,4,
2,45,708,3,
2,45,709,4,
2,45,709,4,
2,45,709,3,
2,45,710,4,
2,45,710,3,
2,45,711,4,
2,45,711,3,
2,45,712,4,
2,45,712,3,
2,45,713,4,
2,45,713,3,
2,45,714,4,
2,45,714,3,
2,45,715,4,
2,45,679,4,
2,45,736,4,
2,45,736,3,
2,45,737,4,
2,45,737,3,
2,45,738,4,
2,45,738,3,
2,45,739,4,
2,45,739,3,
2,45,740,4,
2,45,740,3,
2,45,741,4,
2,45,741,4,
2,45,741,4,
2,45,741,3,
2,45,742,4,
2,45,742,3,
2,45,743,4,
2,45,743,3,
2,45,744,4,
2,45,744,3,
2,45,745,4,
2,45,745,4,
2,45,745,3,
2,45,746,4,
2,45,746,4,
2,45,746,3,
2,45,747,4,
2,45,747,3,
2,45,748,4,
2,45,748,3,
2,45,749,4,
2,45,749,3,
2,45,750,4,
2,45,750,3,
2,45,751,4,
2,45,751,3,
2,45,752,4,
2,45,752,3,
2,45,753,4,
2,45,753,3,
2,45,754,4,
2,45,754,3,
2,45,755,4,
2,45,755,3,
2,45,756,4,
2,45,756,3,
2,45,757,4,
2,45,757,4,
2,45,757,3,
2,45,758,4,
2,45,759,4,
2,45,759,3,
2,45,760,4,
2,45,760,4,
2,45,760,4,
2,45,760,3,
2,45,761,4,
2,45,761,4,
2,45,761,3,
2,45,762,4,
2,45,762,4,
2,45,15032,4,
2,45,15032,4,
2,45,15032,4,
2,45,24857,4,
2,45,24857,4,
2,45,24857,4,
2,45,24857,4,
2,45,24857,4,
2,45,24857,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,33177,4,
2,45,164177,4,
2,45,164177,4,
2,45,231147,4,
2,45,231147,4,
2,45,231147,4,
2,45,231147,4,
2,45,231147,4,
2,45,231147,4,
2,45,455791,4,
2,45,989876,4,
2,45,989876,4,
2,45,989876,4,
2,45,729,3,
2,45,730,4,
2,45,724,4,
2,45,724,3,
2,45,725,4,
2,45,725,3,
2,45,726,4,
2,45,726,3,
2,45,727,4,
2,45,727,3,
2,45,728,4,
2,45,728,3,
2,45,729,4,
2,45,731,3,
2,45,732,4,
2,45,730,3,
2,45,731,4,
2,45,733,3,
2,45,734,4,
2,45,732,3,
2,45,733,4,
2,45,735,3,
2,45,734,3,
2,45,735,4,
2,46,764,5,
2,46,763,5,
2,46,773,5,
2,46,774,5,
2,46,775,5,
2,46,776,5,
2,46,777,5,
2,46,765,5,
2,46,766,5,
2,46,767,5,
2,46,768,5,
2,46,769,5,
2,46,770,5,
2,46,771,5,
2,46,772,5,
2,46,781,5,
2,46,778,5,
2,46,779,5,
2,46,780,5,
2,46,11195,2,
2,47,782,4,
2,47,783,4,
2,47,783,3,
2,47,784,4,
2,47,782,3,
2,47,787,4,
2,47,787,3,
2,47,788,4,
2,47,789,4,
2,47,789,3,
2,47,790,4,
2,47,790,3,
2,47,791,4,
2,47,784,3,
2,47,785,4,
2,47,785,3,
2,47,786,4,
2,47,786,3,
2,47,805,3,
2,47,806,4,
2,47,807,4,
2,47,808,4,
2,47,809,4,
2,47,810,4,
2,47,810,3,
2,47,811,4,
2,47,812,4,
2,47,813,4,
2,47,813,3,
2,47,814,4,
2,47,815,4,
2,47,816,4,
2,47,817,4,
2,47,817,3,
2,47,818,4,
2,47,819,4,
2,47,820,4,
2,47,820,3,
2,47,821,4,
2,47,821,3,
2,47,791,3,
2,47,792,4,
2,47,792,3,
2,47,793,4,
2,47,794,4,
2,47,794,3,
2,47,795,4,
2,47,796,4,
2,47,796,3,
2,47,797,4,
2,47,798,4,
2,47,799,4,
2,47,800,4,
2,47,801,4,
2,47,802,4,
2,47,803,4,
2,47,804,4,
2,47,805,4,
2,47,836,3,
2,47,837,4,
2,47,838,4,
2,47,456,3,
2,47,480,4,
2,47,495,4,
2,47,551,4,
2,47,551,3,
2,47,832,4,
2,47,822,4,
2,47,823,4,
2,47,824,4,
2,47,825,4,
2,47,826,4,
2,47,827,4,
2,47,828,4,
2,47,829,4,
2,47,830,4,
2,47,830,3,
2,47,831,4,
2,47,831,3,
2,47,835,4,
2,47,833,4,
2,47,834,4,
2,47,834,3,
2,47,456,4,
2,47,836,4,
2,47,407,4,
2,47,416,4,
2,48,844,5,
2,48,850,4,
2,48,850,4,
2,48,850,3,
2,48,851,4,
2,48,851,3,
2,48,845,5,
2,48,846,5,
2,48,847,4,
2,48,847,3,
2,48,848,4,
2,48,848,3,
2,48,849,4,
2,48,849,3,
2,48,839,5,
2,48,840,5,
2,48,841,5,
2,48,842,5,
2,48,843,5,
2,48,857,3,
2,48,858,4,
2,48,852,4,
2,48,852,3,
2,48,853,4,
2,48,853,3,
2,48,854,4,
2,48,854,3,
2,48,855,4,
2,48,855,3,
2,48,856,4,
2,48,856,3,
2,48,857,4,
2,48,5222,2,
2,48,859,3,
2,48,858,3,
2,48,859,4,
2,48,859,4,
2,48,861,4,
2,48,860,4,
2,48,860,3,
2,48,861,4,
2,48,861,3,
2,48,862,4,
2,48,862,3,
2,49,586,3,
2,49,586,4,
2,49,586,4,
2,49,863,4,
2,49,863,4,
2,49,863,4,
2,49,863,3,
2,49,1187,3,
2,50,538,4,
2,50,538,3,
2,50,560,4,
2,50,593,4,
2,50,593,3,
2,50,598,4,
2,50,794,4,
2,50,795,4,
2,50,877,4,
2,50,877,3,
2,50,878,4,
2,50,878,3,
2,50,879,4,
2,50,879,3,
2,50,880,4,
2,50,880,3,
2,50,881,4,
2,50,881,3,
2,50,882,4,
2,50,882,3,
2,50,883,4,
2,50,883,3,
2,50,864,4,
2,50,864,3,
2,50,865,4,
2,50,865,3,
2,50,866,4,
2,50,866,3,
2,50,867,4,
2,50,867,3,
2,50,868,4,
2,50,868,3,
2,50,869,4,
2,50,869,3,
2,50,870,4,
2,50,870,3,
2,50,871,4,
2,50,871,3,
2,50,872,4,
2,50,872,3,
2,50,873,4,
2,50,873,3,
2,50,874,4,
2,50,874,3,
2,50,875,4,
2,50,875,3,
2,50,876,4,
2,50,876,3,
2,50,897,4,
2,50,897,3,
2,50,898,4,
2,50,898,3,
2,50,899,4,
2,50,899,3,
2,50,900,4,
2,50,900,3,
2,50,901,4,
2,50,901,3,
2,50,902,4,
2,50,902,3,
2,50,903,4,
2,50,903,3,
2,50,884,4,
2,50,884,3,
2,50,885,4,
2,50,885,3,
2,50,886,4,
2,50,886,3,
2,50,887,4,
2,50,887,3,
2,50,888,4,
2,50,888,3,
2,50,889,4,
2,50,889,3,
2,50,890,4,
2,50,890,3,
2,50,891,4,
2,50,891,3,
2,50,892,4,
2,50,892,3,
2,50,893,4,
2,50,893,3,
2,50,894,4,
2,50,894,3,
2,50,895,4,
2,50,895,3,
2,50,896,4,
2,50,896,3,
2,50,916,3,
2,50,917,4,
2,50,917,3,
2,50,918,4,
2,50,918,3,
2,50,919,4,
2,50,919,3,
2,50,920,4,
2,50,920,3,
2,50,921,4,
2,50,921,3,
2,50,922,4,
2,50,922,3,
2,50,923,4,
2,50,923,3,
2,50,924,4,
2,50,924,3,
2,50,925,4,
2,50,925,3,
2,50,926,4,
2,50,926,3,
2,50,927,4,
2,50,927,3,
2,50,928,4,
2,50,928,3,
2,50,929,4,
2,50,929,3,
2,50,930,4,
2,50,930,3,
2,50,931,4,
2,50,931,3,
2,50,932,4,
2,50,932,3,
2,50,933,4,
2,50,933,3,
2,50,934,4,
2,50,935,4,
2,50,935,3,
2,50,936,4,
2,50,936,3,
2,50,937,4,
