,first_user_id,venue_id,average_rating,sum_count,distance..km.,Y_Value
139,15,467,4,2,2458.4,0
140,15,468,4,1,2458.3,1
141,15,469,4,1,2456.5,0
142,15,470,4,1,2465.8,1
143,15,471,4,1,2459.4,0
144,15,472,3.5,2,2458.8,0
145,15,473,3.5,2,2465.1,0
146,15,474,4,1,2477.7,0
147,15,475,4,1,2460.7,1
148,15,476,3.8,4,2466.1,1
149,15,477,4,3,2457.5,0
150,15,478,4,1,2475,1
151,15,479,4,1,2460.2,0
152,15,480,3.8,4,2465.9,1
153,15,481,3.5,2,2470.3,0
154,15,482,3.5,2,2470.4,1
155,15,483,4,1,2465.2,1
156,15,484,4,1,2456.2,0
157,15,485,3.5,2,2464.9,1
158,15,486,3.5,2,2464.5,1
159,15,487,4,1,2465.1,0
160,15,488,4,1,2469.4,0
161,15,489,3.5,2,2458.1,0
162,15,490,4,1,2461.9,0
163,15,491,4,1,2461,1
164,15,492,3.8,3,2464.9,1
165,15,493,4,1,2464.9,0
166,15,494,4,1,2463.1,1
167,15,495,4,4,2478.1,1
168,15,496,4,1,2459.4,0
169,15,497,4,1,2450.4,1
170,15,498,4,1,2478.3,1
171,15,499,3.8,3,2465.5,0
172,15,500,4,1,2458.4,1
173,15,501,3.7,3,2470.4,1
174,15,502,4,1,2465.4,0
175,15,503,4,1,2466,0
176,15,504,4,1,2458.3,0
177,15,509,3.5,2,1532.3,0
178,15,510,3.7,3,2433.6,1
179,15,511,3.5,2,2434.7,0
180,15,512,3.5,2,2435,0
181,15,513,3.5,2,2432.7,1
182,15,514,3.5,2,1111.6,0
183,15,515,3.5,2,1108.3,1
184,15,516,3.5,2,1111.2,0
185,15,517,3.5,2,1109.7,1
186,15,518,3.5,2,1497.2,0
187,15,519,3.5,2,1496.7,0
188,15,520,3.5,2,1505.5,1
189,15,521,3.5,2,1099.3,1
190,15,522,3.5,2,1110.6,1
191,15,523,3.5,2,1635.9,0
192,15,524,3.5,2,1636.9,0
193,15,525,3.5,2,1636.4,0
194,15,526,3.5,2,1636.5,0
195,15,527,3.5,2,6467.4,1
196,15,528,3.5,2,6470.4,0
197,15,529,3.5,2,6468.1,1
198,15,530,3.5,2,2457.4,0
199,15,531,3.5,2,2460.9,0
200,15,532,3.5,2,2459.3,0
201,15,533,3.5,2,2460.7,0
202,15,534,3.5,2,1805.7,0
203,15,535,3.8,3,1801.3,0
204,15,536,3.5,2,1800.9,0
205,15,537,3.7,3,1805,1
206,15,538,3.5,2,1802.4,0
207,15,539,3.5,2,1499.6,0
208,15,540,3.5,2,1485,0
209,15,541,3.5,2,1496,0
210,15,542,3.7,3,1501,0
211,15,544,3.5,2,2430.8,1
212,15,545,3.7,3,2434.7,0
213,15,546,3.7,3,2417.8,1
214,15,547,3.5,2,1538.7,1
215,15,548,3.5,2,1540.1,1
216,15,549,3.5,2,1537,0
217,15,550,3.5,2,1539.8,1
218,15,551,3.3,5,570.3,0
219,15,552,3.5,2,570,1
220,15,553,3.5,2,569.9,0
221,15,554,3.5,2,565.1,1
222,15,555,3.5,2,2553.7,0
223,15,556,3.5,2,2554.5,0
224,15,557,3.8,3,2554.3,0
225,15,558,3.5,2,2556.5,1
226,15,559,3.5,2,2552.4,0
227,15,560,3.5,2,2097,0
228,15,561,3.5,2,2082.4,0
229,15,562,3.5,2,2096.3,0
230,15,563,3.5,2,2096.6,0
231,15,564,3.5,2,6467.3,1
232,15,565,3.5,2,6463.3,0
233,15,566,3.5,2,6467.5,1
234,15,567,3.5,2,6469.8,1
235,15,568,3.5,2,1636.6,0
236,15,569,3.5,2,1637.1,1
237,15,570,3.8,3,1635.9,0
238,15,571,3.5,2,1109.5,1
239,15,572,3.5,2,1109.9,1
240,15,573,3.5,2,1113,1
241,15,580,4,1,570.8,0
242,15,582,4,1,570.3,0
243,15,592,4,1,569.8,0
244,15,593,4,3,570,0
245,15,597,4,1,570.3,1
246,15,598,3.8,3,570.6,0
247,15,614,3.7,3,571.1,1
248,15,621,4,1,570.1,1
249,15,625,3.5,2,567.3,0
250,15,641,3.5,2,570.9,1
251,15,659,3,1,572,0
252,15,660,3,1,570.9,0
253,15,661,3.5,2,569.6,0
254,15,662,3,1,569.6,0
255,15,663,3,1,569.6,1
256,15,664,3.5,2,572.3,1
257,15,665,3,1,569.6,1
258,15,666,3,1,569.8,0
259,15,667,3,1,569.9,0
260,15,668,3,1,570.2,0
261,15,669,3,1,571.5,0
262,15,670,3,1,569.4,1
263,15,671,3,1,570.4,0
264,15,672,3,1,570.9,0
265,15,673,3.5,4,570.2,1
266,15,760,2.7,3,571.3,1
267,15,783,2.3,3,2459.6,0
268,15,788,3.5,2,1636.7,0
269,15,794,4,1,2459.5,1
270,15,796,4,1,1637,1
271,15,812,4,3,1637.2,1
272,15,815,4,1,1635.2,0
273,15,819,2,1,2464.3,1
274,15,821,4,1,2460.5,1
275,15,822,3,1,2460.1,1
276,15,823,4,1,2465.7,1
277,15,826,4,1,2456.7,1
278,15,829,4,3,1636.8,1
279,15,830,3,1,1635.3,0
280,15,832,4,1,1637.1,1
281,15,833,4,1,1637.4,0
282,15,834,4,1,1636.4,0
283,15,835,3.5,2,1636.6,0
284,15,869,4,1,1802.9,0
285,15,873,4,1,1804.9,0
286,15,880,4,1,1503.8,0
287,15,882,4,1,1503.8,0
288,15,912,4,1,1501.1,0
289,15,919,4,1,1635.7,1
290,15,924,3.8,4,1640.2,0
291,15,932,3,1,2095.3,1
292,15,944,3,1,2237.4,0
293,15,959,4,1,1635.9,0
294,15,965,3.5,2,2554.3,0
295,15,966,3.5,4,2552.4,1
296,15,967,4,1,1836.3,1
297,15,968,3.5,2,1789.6,0
298,15,969,3.5,2,1796.4,1
299,15,970,4,1,1636.1,1
300,15,971,3.5,2,569.1,0
301,15,972,4,1,537.9,0
302,15,973,3.3,3,565.4,1
303,15,974,4,1,562.7,0
304,15,975,4,1,528.6,0
305,15,976,3.5,2,501,1
306,15,977,4,1,2464.9,0
307,15,978,3.5,2,2461.5,0
308,15,979,4,1,2458.2,0
309,15,980,4,2,2459.5,1
310,15,981,3.5,2,2461.3,0
311,15,982,3.5,5,2465,1
312,15,983,4,1,2458.4,1
313,15,984,4,1,2456.3,1
314,15,985,4,1,1802.2,0
315,15,986,3.5,2,1804.4,0
316,15,987,3.5,2,1799.5,0
317,15,988,3.5,2,1798.9,0
318,15,989,3.3,3,1802.8,1
319,15,990,4,1,2558.1,0
320,15,991,3.5,2,2552.6,0
321,15,992,4,2,2557,0
322,15,993,4,1,2555.1,0
323,15,994,4,1,2555.5,0
324,15,995,4,1,2555.6,0
325,15,996,3.3,3,2551.8,0
326,15,997,4,1,1636.3,0
327,15,998,4,2,1636.1,0
328,15,999,4,1,1636.9,0
329,15,1000,4,1,1638,1
330,15,1001,4,1,1636,1
331,15,1002,3.5,2,1637,1
332,15,1003,4,1,1636.5,0
333,15,1004,4,1,1635.9,1
334,15,1005,3.5,2,1799.5,0
335,15,1006,3.3,3,1813.1,0
336,15,1007,4,1,1804.9,0
337,15,1008,3.2,4,1801.7,0
338,15,1009,3.5,2,555.8,0
339,15,1010,4,1,549.7,0
340,15,1011,3.5,2,565.3,1
341,15,1012,4,1,561.1,0
342,15,1013,4,1,2457.4,0
343,15,1014,3.5,2,2452.1,0
344,15,1015,4,1,2461.9,1
345,15,1017,4,2,2467.6,0
346,15,1018,3.5,2,2555.7,0
347,15,1019,3.5,2,2552.3,1
348,15,1020,3.5,2,2553.8,1
349,15,1021,3.5,2,2553.4,0
350,15,1022,4,1,1636.1,0
351,15,1023,3,2,1636.6,1
352,15,1024,3.5,2,1637.3,0
353,15,1025,3.8,3,1635.5,0
354,15,1026,4,1,2469.1,0
355,15,1027,4,1,2477.6,0
356,15,1028,3.5,2,2459.6,1
357,15,1030,3.5,2,2478.3,1
358,15,1031,4,1,2457.3,1
359,15,1032,4,1,2458.6,0
360,15,1033,4,1,2460.3,0
361,15,1034,3.8,3,2451.9,0
362,15,1035,4,1,2470.1,0
363,15,1036,3.8,3,2459.1,0
364,15,1037,3.3,4,2461.5,1
365,15,1038,4,1,2470.4,0
366,15,1039,4,1,2457.2,0
367,15,1040,3.5,2,569.3,1
368,15,1041,3.5,2,569.3,0
369,15,1042,3.8,3,570,1
370,15,1043,3.5,2,559.8,0
371,15,1044,3.5,2,567,1
372,15,1046,3.5,2,565.4,0
373,15,1047,3.5,2,1798.9,1
374,15,1048,3.5,2,1816.6,0
375,15,1049,3.5,2,1804.6,0
376,15,1050,3.5,2,1798.8,1
377,15,1051,3.3,3,1800.6,1
378,15,1052,3.5,2,1799.7,0
379,15,1053,3.5,2,1789.6,1
380,15,1054,3.5,2,1801.6,0
381,15,1055,4,1,2537.8,1
382,15,1111,3.5,2,542.3,0
383,15,1136,4.5,2,94.2,0
384,15,1137,3.5,2,1059.8,0
385,15,1138,3.5,2,36.7,0
386,15,1174,4,1,571.8,0
387,15,1175,4,1,572.3,1
388,15,1180,3.5,2,2246,0
389,15,1181,3.5,2,1789.6,0
390,15,1182,3.2,4,1583.7,0
391,15,1183,3.5,2,1696,0
392,15,1184,3.5,2,1635.9,0
393,15,1185,3.5,2,2095.5,1
394,15,1186,3.5,2,1806,0
395,15,1187,3.5,2,570.7,0
396,15,1188,3.5,2,1499.4,0
397,15,1189,3.5,2,2552.5,1
398,15,1190,3.3,3,2556.5,0
399,15,1191,3.5,2,2462.3,1
400,15,1192,3.5,2,2245.9,0
401,15,1193,3.4,13,5.9,0
402,15,1194,3.8,3,1806.1,0
403,15,1195,3.5,2,1458.1,0
404,15,1196,3.5,2,1410,1
405,15,1197,3.5,2,2295.9,0
406,15,1198,3.8,3,1636.2,0
407,15,1199,3.5,2,566.9,0
408,15,1200,3.5,2,566.2,1
409,15,1201,3.5,2,561.1,1
410,15,1202,3.5,2,562.6,1
411,15,1203,3.5,2,565.3,1
412,15,1204,3.5,2,556.1,1
413,15,1205,3.3,3,565.2,0
414,15,1206,4,2,565.9,0
415,15,1207,3.5,2,571.1,1
416,15,1208,3.5,2,1635.9,0
417,15,1209,3.8,3,1706,1
418,15,1210,4,1,1582.6,0
419,15,1211,3.5,2,2294.6,0
420,15,1212,4,1,1031.1,0
421,15,1213,3.3,5,565.5,1
422,15,1214,3.5,2,1456.3,1
423,15,1215,4,1,1134.4,1
424,15,1216,4,1,2457.5,0
425,15,1217,4,1,2055,0
426,15,1218,3.5,2,1636.8,0
427,15,1219,4,1,14438.1,1
428,15,1220,3.5,2,14437.1,0
429,15,1221,3.3,3,14434.1,0
430,15,1222,4,1,14437.8,1
431,15,1223,3.3,3,14442.4,1
432,15,1224,4,1,14434.2,0
433,15,1225,4,1,14436.7,0
434,15,1226,3.5,2,14433.2,0
435,15,1227,4,1,14436.4,0
436,15,1228,4,1,14427.7,1
437,15,1229,3.5,2,1392.3,0
438,15,1230,3.3,3,1582.3,0
439,15,1231,4,1,1499.6,0
440,15,1232,3.5,2,2295.6,0
441,15,1233,4,1,988.8,0
442,15,1234,3.5,2,1801.1,0
443,15,1235,3.5,2,561.6,1
444,15,1236,4,1,2552.7,0
445,15,1237,3.5,2,2477.5,1
446,15,1239,3.5,2,2095.1,0
447,15,1240,3.5,2,2093.6,1
448,15,1241,3.5,2,2095.5,0
449,15,1242,4,1,2096.2,1
450,15,1243,3.5,2,2094.8,0
451,15,1244,3.8,3,2096.8,1
452,15,1245,3.5,2,1641.2,0
453,15,1246,3.5,2,1637.2,0
454,15,1247,3.3,3,1635.3,0
455,15,1248,4,2,1640,0
456,15,1249,4,1,1641,1
457,15,1250,3.7,3,1640.6,0
458,15,1251,3,2,1636.1,0
459,15,1252,3.5,2,1640.4,0
460,15,1253,3.5,2,1637.7,0
461,15,1254,4,1,2250.9,0
462,15,1255,3,3,1704.9,0
463,15,1256,3.5,2,1392.9,1
464,15,1257,3.5,2,1795.2,1
465,15,1258,3.5,2,2297.7,1
466,15,1259,3.5,2,1642.6,0
467,15,1260,4,1,560.4,1
468,15,1261,3.5,2,570.2,1
469,15,1262,3.5,2,1461.7,1
470,15,1263,3.5,2,2468.2,0
471,15,1264,3.3,3,1686.6,1
472,15,1266,3.3,3,1684.8,0
473,15,1267,3.3,3,1684.7,0
474,15,1268,3.3,3,1686.1,1
475,15,1269,3.3,3,1682.4,1
476,15,1270,3.3,3,1679.2,1
477,15,1271,3.3,3,1687.2,1
478,15,1272,3.3,3,1687.2,1
479,15,1273,3.3,3,1687.3,1
480,15,1274,3.3,3,1687,1
481,15,1275,3.3,3,1685.5,1
482,15,1324,3,1,6467.7,0
483,15,1326,3.5,2,2444,1
484,15,1327,3.5,2,2464.9,0
485,15,1328,3.5,2,2465,0
486,15,1330,3.5,2,569.5,1
487,15,1331,3.5,2,553.6,0
488,15,1332,3.5,2,559.8,0
489,15,1333,3.5,2,566.7,0
490,15,1334,3.5,2,1636,1
491,15,1335,3.5,2,1638.2,1
492,15,1336,3.5,2,1636.5,0
493,15,1337,3.5,2,1636.4,1
494,15,1338,3.5,2,1635.9,1
495,15,1340,3.5,2,1635.6,0
496,15,1341,3.5,2,1636.4,0
497,15,1343,3.8,3,1635.2,0
498,15,1344,3.7,3,1635.3,1
499,15,1345,3.5,2,1635.7,0
500,15,1346,3.5,2,1635.5,0
501,15,1347,3.5,2,1636.1,0
502,15,1348,3.5,2,1636.1,1
503,15,1349,3.8,3,1636,1
504,15,1350,3.8,3,1635.9,0
505,15,1351,3.5,2,1635.9,0
506,15,1352,3.5,2,2468.1,1
507,15,1353,3.5,2,2478.3,1
508,15,1354,3.5,2,2465,0
509,15,1355,3.5,2,2477.7,0
510,15,1356,3.5,2,566.6,0
511,15,1357,3.5,2,568.5,0
512,15,1358,3.7,3,566.6,1
513,15,1359,3.5,2,566.1,0
514,15,1360,3.5,2,571.4,1
515,15,1361,3.5,2,1637.7,1
516,15,1362,3.7,3,1635.5,1
517,15,1363,3.5,2,1636.4,1
518,15,1364,3.5,2,1636.7,0
519,15,1365,3.5,2,1637.4,1
520,15,1366,3.5,2,1637.1,0
521,15,1367,3.5,2,1637.1,0
522,15,1368,3.5,2,2463,1
523,15,1369,3.5,2,2466.8,0
524,15,1370,3.5,2,2456.7,0
525,15,1371,3.5,2,565.4,0
526,15,1372,4,1,564.2,0
527,15,1373,4,1,1636.6,1
528,15,1374,3.5,2,1635.8,1
529,15,1375,4,1,565.2,1
530,15,1376,4,1,566.5,0
531,15,1377,4,1,566.8,0
532,15,1378,4,1,1635.9,0
533,15,1379,4,1,1637,1
534,15,1380,4,1,1637.4,0
535,15,1381,3.5,2,1636.2,0
536,15,1382,4,1,1635.5,0
537,15,1383,3.5,2,1637.6,1
538,15,1384,4,1,1636,0
539,15,1385,3.5,2,1637,0
540,15,1386,4,1,2561.7,1
541,15,1387,3.5,2,2556.3,0
542,15,1388,3.5,2,2562.4,0
543,15,1389,3.5,2,2434.8,0
544,15,1390,4,1,1629.3,1
545,15,1391,4,1,2377.7,0
546,15,1392,4,1,1127,1
547,15,1393,4,1,1636.7,0
548,15,1394,4,1,1636.8,0
549,15,1395,3.5,2,2463.1,0
550,15,1396,4,1,2466.1,1
551,15,1397,3.5,2,1408.8,1
552,15,1398,4,1,1408.8,0
553,15,1399,3.5,2,1408.8,0
554,15,1400,3.5,2,375.1,1
555,15,1401,4,1,2247.2,0
556,15,1402,3.5,2,2237.7,1
557,15,1403,3.3,3,2248.6,0
558,15,1404,3.5,2,2248.5,1
559,15,1405,3.5,2,2244.2,1
560,15,1406,4,1,2247.9,0
561,15,1407,4,1,2248.1,1
562,15,1408,4,1,2247.6,0
563,15,1409,4,1,2247.8,1
564,15,1410,3.5,2,1505.1,0
565,15,1411,3.3,3,1504,0
566,15,1412,3.5,2,1505.4,0
567,15,1413,3.5,2,1548.3,0
568,15,1414,3.5,2,1581.3,1
569,15,1415,4,1,1567.5,1
570,15,1416,3.5,2,1567.5,0
571,15,1417,4,1,1567.5,0
572,15,1418,4,1,2135.6,0
573,15,1419,3.5,2,1392.8,0
574,15,1420,4,1,1678.6,0
575,15,1421,3.5,2,1864.4,0
576,15,1424,3.5,2,8,0
577,15,1427,3,1,12.7,0
578,15,1428,3.4,12,10.3,1
579,15,1470,3.6,7,478.4,0
580,15,1482,3,2,7.2,1
581,15,1524,3.5,2,6.2,1
582,15,1591,3.5,2,2432.8,0
583,15,1629,4,2,2434.8,1
584,15,1635,4,1,2434.7,0
585,15,1726,3.5,2,15.4,1
586,15,1727,3.5,2,15.2,0
587,15,1741,3,1,14.3,0
588,15,1817,3.5,6,9.7,1
589,15,1822,5,1,2925.4,0
590,15,1823,5,1,2925.4,1
591,15,1824,5,1,2925.1,1
592,15,1825,5,1,9.3,1
593,15,1826,3.5,2,2925.3,1
594,15,2064,4,1,1635.7,1
595,15,2113,3,1,9.7,0
596,15,2116,3.5,2,9.1,0
597,15,2122,3.5,2,18.4,0
598,15,2140,3.3,13,11.7,1
599,15,2141,2.7,12,7,1
600,15,2179,3.3,3,11.8,1
601,15,2180,3.5,2,4.7,1
602,15,2297,2,5,1470.9,0
603,15,2336,5,1,6.6,0
604,15,2337,5,1,1441.4,1
605,15,2338,5,1,6.7,0
606,15,2339,4.5,2,6.7,1
607,15,2340,5,1,872.9,0
608,15,2341,5,1,7,0
609,15,2342,5,1,6.7,1
610,15,2343,5,1,6.9,0
611,15,2344,5,1,11,1
612,15,2345,5,1,18.3,1
613,15,2346,5,1,9.6,0
614,15,2347,5,1,6.4,0
615,15,2348,5,1,9.5,0
616,15,2349,5,1,9.1,0
617,15,2350,3.5,2,6.7,0
618,15,2351,3.5,2,6.7,1
619,15,2352,3.5,2,6.7,0
620,15,2355,2.8,4,9.7,1
621,15,2356,3,1,3.4,0
622,15,2359,3.4,10,6.4,0
623,15,2366,5,1,1801.6,1
624,15,2367,5,1,1804.9,0
625,15,2368,5,1,1801.7,0
626,15,2369,3,3,1803.6,0
627,15,2370,5,1,1803.6,0
628,15,2371,5,1,1803.6,1
629,15,2372,5,1,743.5,1
630,15,2373,5,1,1797.3,0
631,15,2374,5,1,1801.5,0
632,15,2375,5,1,1637.4,0
633,15,2376,3.5,2,1801.2,1
634,15,2377,3.5,2,1801.4,0
635,15,2378,3.5,2,1797.4,0
636,15,2379,3.5,2,1803.8,0
637,15,2380,3.5,2,1798.1,1
638,15,2381,3.5,2,1697,0
639,15,2382,3.5,2,1805,0
640,15,2383,3.5,2,1798.7,0
641,15,2384,3.5,2,1799.3,0
642,15,2385,5,1,5.9,0
643,15,2386,4.5,2,3.2,0
644,15,2387,5,1,6.3,0
645,15,2388,4,4,4.6,0
646,15,2389,3.8,4,4.7,0
647,15,2396,3.5,4,10.3,1
648,15,2397,3.3,3,10.1,0
649,15,2401,3.3,3,10.3,0
650,15,2403,3.5,2,7.5,0
651,15,2404,3.4,7,8.7,0
652,15,2405,3.5,2,7.6,0
653,15,2409,3.3,3,6,1
654,15,2440,4,2,1641.1,1
655,15,2459,3.5,2,2463.6,1
656,15,2487,3.5,4,8,0
657,15,2494,5,1,22,0
658,15,2495,5,1,2455.2,0
659,15,2496,5,1,2340.8,0
660,15,2497,3.5,2,2455,0
661,15,2498,3.5,2,2454.2,1
662,15,2499,3.5,2,2,0
663,15,2500,3.8,12,381.4,1
664,15,2501,3.5,2,6.5,1
665,15,2502,3.5,4,17.7,0
666,15,2503,3.5,4,17.8,0
667,15,2504,5,1,23.9,1
668,15,2505,5,1,39.6,0
669,15,2506,5,1,21.3,0
670,15,2507,5,1,39.9,1
671,15,2508,5,1,40.1,0
672,15,2509,5,1,38.2,1
673,15,2510,4.3,3,49,0
674,15,2511,5,1,37.5,0
675,15,2512,5,1,27.3,1
676,15,2513,5,1,29.1,1
677,15,2514,5,1,38.7,0
678,15,2515,3.7,3,24.8,0
679,15,2516,3.7,3,382.7,0
680,15,2517,3.5,2,4.3,0
681,15,2518,3.7,3,21.4,1
682,15,2519,3.5,2,27.9,0
683,15,2520,3.5,2,22.2,1
684,15,2521,3.5,2,18.5,0
685,15,2522,3.5,2,1685.2,0
686,15,2523,3.5,2,37.1,0
687,15,2524,3.5,2,33.3,1
688,15,2525,3.7,3,251,0
689,15,2526,3.9,8,14.6,0
690,15,2527,3.5,2,208.5,0
691,15,2528,3.5,2,266.2,0
692,15,2529,3.5,2,625.3,0
693,15,2530,3.5,2,710.2,0
694,15,2531,3.5,2,606.8,0
695,15,2532,3.5,2,486.5,0
696,15,2533,3.5,2,375.2,1
697,15,2534,3.5,2,9.8,1
698,15,2535,3.5,2,11.6,1
699,15,2536,3.5,2,9.7,0
700,15,2537,3.5,2,268,1
701,15,2538,3.5,2,15.2,1
702,15,2539,2.6,7,11.8,0
703,15,2540,3,6,6.8,0
704,15,2541,2.8,3,6.3,0
705,15,2542,3.5,2,1010,0
706,15,2543,3.5,2,1008.4,1
707,15,2544,3.5,2,1008.4,1
708,15,2545,3.5,2,1000,1
709,15,2546,3.5,2,215.7,0
710,15,2547,3.4,6,6,0
711,15,2548,3.5,4,21.4,0
712,15,2549,3.5,2,7.6,0
713,15,2550,3.5,4,215.8,1
714,15,2551,3.5,2,9.6,0
715,15,2552,3.3,5,9.6,0
716,15,2553,3.3,5,12.9,0
717,15,2554,3.5,2,6.6,0
718,15,2555,3.5,4,15,0
719,15,2556,3.5,2,12.6,0
720,15,2557,3.5,2,5.7,0
721,15,2558,3.4,5,5.8,0
722,15,2559,3.5,2,5.7,0
723,15,2560,3.5,2,5.8,0
724,15,2561,3.5,2,5.6,0
725,15,2562,3.5,2,5.8,0
726,15,2563,3.8,5,8.2,1
727,15,2564,3.5,4,4.4,1
728,15,2565,4,1,215.6,0
729,15,2566,3.3,4,10.8,0
730,15,2567,3.7,5,12.3,1
731,15,2568,3.3,3,210.9,0
732,15,2569,3.3,3,214,0
733,15,2570,3.3,3,11.6,0
734,15,2571,3.3,3,144.2,0
735,15,2572,3.3,3,10.2,0
736,15,2573,3.3,3,210.7,0
737,15,2574,2.8,4,215.6,0
738,15,2575,3.2,4,2.5,1
739,15,2576,3.2,4,12.4,0
740,15,2577,3.3,3,6.3,0
741,15,2578,3.3,3,125.8,1
742,15,2579,3.3,3,20.8,1
743,15,2580,3.3,3,10.5,0
744,15,2581,3.3,5,22.7,0
745,15,2582,3.3,3,117.1,0
746,15,2583,3.3,3,63.7,1
747,15,2584,3.3,3,12.4,0
748,15,2585,3.3,3,165.2,1
749,15,2586,3.2,4,5.6,1
750,15,2587,3.3,3,216.5,1
751,15,2588,3.2,5,15.4,0
752,15,2589,3.3,6,12.6,0
753,15,2590,3.3,9,5.9,0
754,15,2591,3.3,5,40.1,0
755,15,2592,3.3,3,217.6,1
756,15,2593,3.4,9,8,0
757,15,2594,3.3,3,126.1,1
758,15,2595,3.3,3,77.6,0
759,15,2596,3.3,3,4.5,0
760,15,2597,3.4,6,4.7,0
761,15,2598,3.2,4,7,1
762,15,2599,3.3,3,376.3,0
