first_user_id,venue_id,avg_rating,total_count,latitude_diff,longitude_diff,Y-Value
1,302,3.5,2,5.5880052,12.5903466,
1,303,3.5,2,5.589007,12.5903558,
1,304,4.5,2,0.171537,0.1162397,
1,305,5,1,0.1298192,0.3752568,
1,306,5,1,16.6854212,12.8562137,
1,307,5,1,3.3320464,0.15867134,
1,308,5,1,11.1338959,8.9505751,
1,309,5,1,3.53401205,2.93349461,
1,310,5,1,2.3720913,105.8495648,
1,311,5,1,3.1046848,105.0503987,
1,312,5,1,16.4602455,12.648234,
1,313,3.5,2,1.9205841,102.0632693,
1,314,3.5,2,3.3716055,0.1447023,
1,315,3.5,2,4.2607232,3.2489873,
1,316,3.5,2,4.2614291,3.2468511,
1,317,3.5,2,4.2607232,3.2489873,
1,318,3.5,2,3.77284309,2.44359155,
1,319,5,1,0.1025762,0.1879397,
1,320,5,1,0.0979312,0.1733807,
1,321,5,1,0.1732766,0.1256234,
1,322,5,1,0.1164402,0.1053007,
1,323,5,1,0.2196992,0.1069597,
1,324,5,1,3.1877252,5.8250797,
1,325,5,1,4.6292522,4.5577627,
1,326,5,1,3.3589503,5.6759687,
1,327,5,1,2.82624924,10.10710816,
1,329,5,1,3.2708542,5.2772317,
1,330,5,1,3.1780915,5.823008,
1,331,5,1,3.206637,5.834132,
1,332,5,1,3.1266881,5.6891664,
1,333,5,1,3.1746589,5.8317526,
1,334,3.5,2,3.1748172,5.8174107,
1,335,3.5,2,3.2036881,5.8299645,
1,336,5,1,2.79998206,22.4284039,
1,338,4.5,2,2.7373642,22.4007877,
1,339,5,1,2.7891152,22.4087217,
1,340,5,1,2.7900662,22.3992917,
1,341,5,1,2.736736,22.417986,
1,343,5,1,2.7457642,22.3929877,
1,344,5,1,2.7348972,22.4285927,
1,345,5,1,2.8209562,22.4199107,
1,346,3.5,2,2.6921642,22.3583877,
1,347,3.5,2,20.5130948,11.6494324,
1,348,3.5,2,16.6714902,11.8764657,
1,349,5,1,12.2411235,23.6718019,
1,350,5,1,0.0313252,0.1953437,
1,351,5,1,0.0965662,0.1844607,
1,352,5,1,0.0984052,0.1811303,
1,353,4.5,2,0.0965474,0.1827939,
1,354,4.5,2,0.1012642,0.1829877,
1,355,5,1,0.1038818,0.2179997,
1,356,3.5,2,0.0957301,0.1838569,
1,357,5,1,2.2315029,21.7979752,
1,358,5,1,2.2725756,21.8212001,
1,360,5,1,2.2962707,22.0682821,
1,361,5,1,2.2387475,21.7496638,
1,362,5,1,2.3816392,22.0171647,
1,363,3.5,2,2.2542522,21.8067387,
1,364,3.5,2,4.42405356,19.6637545,
1,365,5,1,0.093583,0.062581,
1,366,4.25,4,0.1047098,0.0716017,
1,367,5,1,0.1697877,0.0959757,
1,368,5,1,2.0341642,5.3298877,
1,369,5,1,0.0867947,0.0663327,
1,370,5,1,0.0864132,0.066603,
1,371,5,1,15.4358626,11.066673,
1,372,5,1,15.4205212,11.0846587,
1,373,5,1,15.4208522,11.1145407,
1,374,3.5,2,16.40335603,12.01227049,
1,375,3.5,2,10.9744509,24.8668698,
1,376,3.5,2,0.0833382,0.1771247,
1,377,5,1,0.22152396,0.21391968,
1,378,3.5,2,0.1193642,0.1782877,
1,379,3.5,2,24.2035959,62.8821239,
1,2141,2,1,0.09955956,0.17954449,
1,2754,3,1,0.1237642,0.1533877,
1,2823,2,1,0.21419211,0.21106581,
1,2879,2,1,0.0943632,0.1842607,
1,2891,2,1,0.1747642,0.2077877,
1,5222,2,1,7.45605714,28.9304485,
1,5867,2,1,3.1612341,5.820147,
1,10326,2,2,0.2178552,0.2137187,
1,11489,3,1,0.05167136,0.12753109,
1,11850,2,1,0.21276996,0.02740959,
1,12004,3,1,12.34011789,23.7415113,
1,81495,2,1,0.0941982,0.1797067,
1,121962,2,1,0.1312642,0.0859877,
1,168145,2,1,0.2126331,0.030835,
1,238468,2,1,12.15729381,23.6623754,
3,1056,5,1,10.0559918,15.3472706,
3,1057,5,1,10.0953517,15.3860577,
3,1058,3.5,2,10.1658589,15.225515,
3,1059,3.5,2,10.1252129,15.22968,
4,386,4,2,7.077123,29.1706901,
4,388,4,2,8.72240374,21.8772772,
4,397,4,2,2.956572,5.6548979,
4,415,4,1,4.078798,19.3123549,
4,416,4,1,4.12394718,19.29029669,
4,417,4,2,4.105634,19.293589,
4,418,4,1,4.069405,19.3325899,
4,419,4,1,4.108455,19.2960589,
4,420,4,2,4.1012632,19.29214205,
4,421,4,1,4.104247,19.2919169,
4,422,4,1,4.102769,19.2942729,
4,423,4,1,4.0800124,19.3147899,
4,424,4,1,4.081798,19.3192799,
4,425,4,1,4.077441,19.3213159,
4,426,4,1,4.08078,19.3092019,
4,427,4,2,4.103419,19.294315,
4,428,4,1,4.096204,19.2999749,
4,429,4,1,11.1006546,8.9520978,
4,430,4,1,10.8513841,25.0974991,
4,431,4,1,10.7737386,25.1073425,
4,432,4,2,10.7737386,25.1073425,
4,433,4,1,10.69729637,25.0991467,
4,434,4,2,10.765026,25.0730561,
4,435,4,1,10.825449,25.1943101,
4,436,4,1,10.688604,25.0530997,
4,437,4,1,4.11884058,19.30578913,
4,438,4,1,4.075498,19.3150799,
4,439,4,1,10.69610652,25.4570982,
4,440,4,1,10.7915807,24.9564634,
4,441,4,1,10.7574541,25.0537181,
4,442,4,1,10.836419,25.1874461,
4,443,4,1,10.773411,25.1023951,
4,444,4,1,10.6355233,24.928545,
4,445,4,1,10.772977,25.0454021,
4,446,4,1,11.304238,24.4801701,
4,447,4,1,10.742461,25.0290231,
4,448,3.5,2,10.8523815,25.1549291,
4,449,4,1,10.750881,25.3040171,
4,450,4,1,10.795375,24.9400171,
4,451,3.5,2,11.2001279,24.2962431,
4,452,4,2,10.793598,24.9357201,
4,453,4,1,10.6660325,25.5471688,
4,454,4,1,10.770498,25.1039371,
4,455,4,1,10.795081,25.1507201,
4,456,4,1,10.77274407,25.1051119,
4,457,4,1,11.04071454,24.6176365,
4,458,4,1,10.84994471,25.167999,
4,459,4,1,11.231077,24.6295451,
4,460,4,1,10.756998,25.0647201,
4,461,4,1,11.050996,25.0134931,
4,462,4,1,10.6940592,24.851584,
4,463,4,1,11.1707161,24.5326807,
4,464,3.5,2,11.1826105,24.7040252,
4,465,4,1,10.760236,25.0879601,
4,466,4,2,10.745751,25.0738151,
4,467,4,1,10.790379,24.9580411,
4,468,4,1,11.3045916,24.4796516,
4,469,4,1,10.7656374,24.9553148,
4,470,4,1,10.757698,25.0887201,
4,471,4,1,10.798166,24.9658301,
4,472,3.5,2,10.557373,25.1743771,
4,473,4,1,10.768716,25.0692031,
4,474,4,1,10.8503703,25.1667315,
4,475,4,1,10.7392091,25.0363045,
4,476,3.75,4,10.766011,25.0857961,
4,477,4,3,10.78932973,24.9469528,
4,478,4,1,10.82128358,25.1566104,
4,479,4,1,11.2664436,24.5420208,
4,480,3.75,4,10.7707996,25.0781351,
4,481,4,1,10.816981,25.0959001,
4,482,3.5,2,10.817386,25.0970481,
4,483,4,1,10.7541959,25.0834323,
4,484,4,1,11.1845476,24.5641121,
4,485,3.5,2,10.7571977,25.0767907,
4,486,3.5,2,10.749998,25.0777201,
4,487,4,1,11.0523025,24.8097027,
4,488,4,1,10.8125406,25.0883262,
4,489,3.5,2,11.2972735,24.4840186,
4,490,4,1,10.699344,25.0887151,
4,491,4,1,10.934289,24.8624541,
4,492,3.5,2,10.75561519,25.0785581,
4,493,4,1,10.7643373,25.0706556,
4,494,4,1,10.7653501,25.045739,
4,495,4,4,10.82548098,25.193775,
4,496,4,1,10.79675699,24.9670425,
4,497,4,1,11.03154991,24.627035,
4,498,4,1,10.8418353,25.182462,
4,499,4,1,10.7648534,25.0783285,
4,500,4,1,11.31243,24.4729291,
4,501,3.666666667,3,10.81751,25.0971481,
4,502,4,1,10.755184,25.0850381,
4,503,4,1,10.77225,25.0783861,
4,504,4,1,11.312842,24.4714661,
4,551,3.5,2,2.9509991,5.6681869,
4,557,4,1,7.052526,29.1222541,
4,566,4,1,6.6756024,93.1679923,
4,598,3.5,2,2.9498677,5.6740107,
4,604,2,1,2.949094,5.6728289,
4,614,3.666666667,3,2.960064,5.6713439,
4,615,3.5,2,2.9392198,5.6701148,
4,621,4,1,2.9500405,5.6670668,
4,625,4,1,2.9133286,5.663655,
4,664,4,1,2.97574,5.6720539,
4,673,3.5,2,2.950598,5.6671799,
4,812,4,2,4.075889,19.3276329,
4,826,4,1,10.7518494,24.9704692,
4,829,4,3,4.1210523,19.29732408,
4,832,4,1,4.102252,19.3125079,
4,834,4,1,4.1108572,19.2976191,
4,835,3.5,2,4.11423,19.2984449,
4,869,4,1,2.477054,22.2149019,
4,924,3.5,2,4.1296651,19.336884,
4,965,3.5,2,7.0577634,29.1191731,
4,966,3.666666667,3,7.06180646,29.091132,
4,967,4,1,2.6379257,22.5718178,
4,968,3.5,2,2.526998,22.0253799,
4,969,4,1,2.6119382,22.0768961,
4,970,4,1,4.090424,19.3055719,
4,971,4,1,2.9540562,5.6469191,
4,972,4,1,2.7924387,5.336783,
4,973,4,1,2.8992451,5.648987,
4,974,4,1,2.9137057,5.5910375,
4,975,4,1,2.9861902,4.9569563,
4,976,4,1,2.607466,4.9623709,
4,977,4,1,10.76915361,25.066531,
4,978,4,1,10.788387,25.0024311,
4,979,4,1,10.79597912,24.9512604,
4,980,4,2,10.784529,24.9784001,
4,981,3.5,2,10.7565454,25.0282962,
4,982,3.75,4,10.758554,25.0770281,
4,983,4,1,10.789703,24.9591571,
4,984,4,1,10.781077,24.9387451,
4,985,4,1,2.474198,22.2080799,
4,986,3.5,2,2.4971643,22.2259728,
4,987,3.5,2,2.466998,22.1765799,
4,988,3.5,2,2.446398,22.1769799,
4,989,3.5,2,2.5017046,22.2038584,
4,990,4,1,7.106298,29.1357201,
4,991,4,1,7.055263,29.0988451,
4,992,4,2,7.094824,29.1287771,
4,993,4,1,7.043698,29.1387201,
4,994,4,1,7.058847,29.1336971,
4,995,4,1,7.078885,29.1214061,
4,996,3.5,2,7.045298,29.0954201,
4,997,4,1,4.123867,19.2891718,
4,998,4,1,4.0786695,19.3125951,
4,999,4,1,4.094198,19.3134799,
4,1000,4,1,4.137698,19.3040799,
4,1001,4,1,4.068798,19.3166799,
4,1002,3.5,2,4.07671795,19.32514395,
4,1003,4,1,4.123198,19.2924799,
4,1004,4,1,4.080598,19.3086799,
4,1005,4,1,2.501298,22.1626799,
4,1006,4,1,2.5916447,22.2972593,
4,1007,4,1,2.497398,22.2319799,
4,1008,3.5,2,2.4774491,22.1998997,
4,1009,3.5,2,2.7917643,5.6149452,
4,1010,4,1,3.009743,5.2737229,
4,1011,3.5,2,2.923232,5.6203579,
4,1012,4,1,2.8551993,5.6290749,
4,1013,4,1,10.737098,24.9937201,
4,1014,4,1,10.69675916,24.958202,
4,1015,4,1,10.6996784,25.0890676,
4,1017,4,2,10.7723337,25.1006535,
4,1018,3.5,2,7.063798,29.1327201,
4,1019,3.5,2,7.043034,29.1025041,
4,1020,3.5,2,7.053839,29.1147001,
4,1021,3.5,2,7.0525962,29.1109585,
4,1022,4,1,4.111014,19.2947969,
4,1023,4,1,4.0950472,19.3103061,
4,1024,3.5,2,4.073898,19.3305799,
4,1025,3.666666667,3,4.100513,19.2924556,
4,1026,4,1,10.81045313,25.0863257,
4,1027,4,1,10.81151,25.2000561,
4,1028,4,1,10.73538492,25.0254021,
4,1030,3.5,2,10.84135203,25.1825419,
4,1031,4,1,10.7361689,24.9932665,
4,1032,4,1,10.7935323,24.9582982,
4,1033,4,1,10.8536239,24.9269107,
4,1034,4,1,10.69511203,24.956539,
4,1035,4,1,10.814485,25.0959231,
4,1036,4,1,10.663433,25.0834811,
4,1037,4,1,10.7427885,25.0435412,
4,1038,4,1,10.817691,25.0965071,
4,1039,4,1,10.79510791,24.9379138,
4,1040,3.5,2,2.9540297,5.6489341,
4,1041,3.5,2,2.942198,5.6622799,
4,1042,4,1,2.9498832,5.6641914,
4,1043,3.5,2,2.890693,5.5707279,
4,1044,3.5,2,2.921778,5.6497079,
4,1046,3.5,2,2.900198,5.6473799,
4,1047,3.5,2,2.4618307,22.1711521,
4,1048,3.5,2,2.620398,22.3296799,
4,1049,3.5,2,2.49995187,22.22759451,
4,1050,3.5,2,2.445705,22.1759779,
4,1051,3.5,2,2.462598,22.1916799,
4,1052,3.5,2,2.4685865,22.1777004,
4,1053,3.5,2,2.4645258,22.0516925,
4,1054,3.5,2,2.47030772,22.20118012,
4,1055,4,1,6.9607119,28.9710864,
4,1154,5,1,2.97280311,5.67481365,
4,1155,5,1,2.973883,5.6729759,
4,1156,5,1,2.97850794,5.66939558,
4,1157,3.5,4,2.974607,5.6709969,
4,1158,5,1,2.970409,5.6734769,
4,1159,3.5,2,1.81418606,4.76443972,
4,1160,5,1,2.970371,5.6766229,
4,1161,5,1,1.743108,4.8959949,
4,1162,5,1,3.054641,5.4116379,
4,1163,4.5,2,19.0439797,13.0251819,
4,1164,5,1,2.950092,5.6730619,
4,1165,5,1,2.966583,5.6699679,
4,1166,3.5,2,2.899985,5.6580809,
4,1167,3,3,2.974073,5.6721479,
4,1168,3.333333333,3,2.9978919,5.4760369,
4,1169,3.5,2,2.900698,5.6288799,
4,1170,3.5,4,2.963767,5.6410019,
4,1171,3.5,2,2.9689652,5.6723456,
4,1172,3.5,2,2.97571139,5.67227091,
4,1173,3.5,2,0.0038878,0.1020731,
4,1174,3.5,2,2.96975116,5.67076888,
4,1175,3.5,2,2.975404,5.6720479,
4,1176,3.666666667,3,2.9307,5.6460979,
4,1177,3.5,2,2.9767499,5.6710369,
4,1178,3.5,4,2.978728,5.6739499,
4,1179,3,4,2.974908,5.6710079,
4,1180,3.5,2,2.773702,29.0157201,
4,1181,3.5,2,15.3967398,5.1811918,
4,1182,3.5,2,4.8959643,18.1352198,
4,1183,3.5,2,14.8969766,3.2307465,
4,1184,3.5,2,4.107298,19.2932799,
4,1185,3.5,2,8.71779316,21.8710116,
4,1186,3.5,2,2.4902757,22.2495776,
4,1187,3.5,2,2.9550203,5.6703469,
4,1188,3.5,2,5.9306389,16.25999,
4,1189,3.5,2,7.043437,29.1052191,
4,1190,3.5,2,7.07804504,29.133983,
4,1191,3.5,2,10.757112,25.0415961,
4,1192,3.5,2,2.7745316,29.0144942,
4,1193,3.5,2,0.148328,0.0196169,
4,1194,3.5,2,2.4904417,22.2498436,
4,1195,3.5,2,11.05903783,8.88512816,
4,1196,3.5,2,12.110498,4.0439201,
4,1197,3.5,2,0.682321,29.3337271,
4,1198,3.666666667,3,4.07302881,19.31741919,
4,1199,3.5,2,2.925661,5.643367,
4,1200,3.5,2,2.918877,5.6390649,
4,1201,3.5,2,2.872969,5.6099449,
4,1202,3.5,2,2.9036479,5.6005641,
4,1203,3.5,2,2.923365,5.6203599,
4,1204,3.5,2,2.794751,5.6170389,
4,1205,3.5,2,2.921398,5.6210799,
4,1206,4,1,2.931495,5.6211489,
4,1207,3.5,2,2.9577132,5.6740306,
4,1208,3.5,2,4.0678337,19.31569,
4,1209,4,1,15.095469,2.0929041,
4,1210,4,1,4.889397,18.1244179,
4,1211,4,1,0.65429169,29.30926,
4,1212,4,1,3.37777546,11.82195391,
4,1213,3.5,2,2.90474404,5.64412918,
4,1214,4,1,11.042462,8.88244595,
4,1215,4,1,5.158498,11.6817201,
4,1216,4,1,10.74018662,24.992266,
4,1217,4,1,11.3310212,18.69746,
4,1218,3.5,2,4.0977885,19.3111544,
4,1219,4,1,70.9735928,121.3673309,
4,1220,3.5,2,70.987548,121.3421199,
4,1221,3.5,2,70.952918,121.3338899,
4,1222,4,1,71.02643243,121.31702151,
4,1223,3.5,2,71.0398237,121.364518,
4,1224,4,1,70.9406739,121.3463152,
4,1225,4,1,71.001058,121.3253499,
4,1226,3.5,2,70.9814528,121.2973049,
4,1227,4,1,70.969818,121.3490499,
4,1228,4,1,70.954753,121.2512279,
4,1229,4,1,12.0486888,3.5048419,
4,1230,3.5,2,4.8978564,18.1148994,
4,1231,4,1,5.92644342,16.26652445,
4,1232,3.5,2,0.6756374,29.3279396,
4,1233,4,1,3.34597699,11.27611365,
4,1234,3.5,2,2.4663684,22.1966323,
4,1235,3.5,2,2.861353,5.6303509,
4,1236,4,1,7.061862,29.0956904,
4,1237,3.5,2,10.8168513,25.1939782,
4,1239,3.5,2,8.71460405,21.8691233,
4,1240,3.5,2,8.696683,21.8632381,
4,1241,3.5,2,8.7166498,21.8717973,
4,1242,4,1,8.72415445,21.8759254,
4,1243,3.5,2,8.71184834,21.866484,
4,1244,4,1,8.7386296,21.8715695,
4,1245,4,1,4.08599856,19.37359538,
4,1246,3.5,2,4.1164663,19.30578913,
4,1247,3.5,2,4.10049908,19.29038252,
4,1248,4,2,4.1242448,19.3367281,
4,1249,4,1,4.068024,19.3822539,
4,1250,4,2,4.177098,19.3140799,
4,1251,4,1,4.1090702,19.2950341,
4,1252,3.5,2,4.155052,19.3246899,
4,1253,3.5,2,4.120034,19.3096699,
4,1254,4,1,2.825639,29.0853861,
4,1255,4,1,15.088168,2.0623265,
4,1256,3.5,2,12.054966,3.5036661,
4,1257,3.5,2,3.018826,21.8824179,
4,1258,3.5,2,0.682102,29.3567201,
4,1259,3.5,2,4.13604845,19.36389651,
4,1260,4,1,2.842985,5.6325639,
4,1261,3.5,2,2.9503207,5.6673565,
4,1262,3.5,2,11.068398,8.9457799,
4,1263,3.5,2,10.781788,25.0989611,
4,1264,3.5,2,14.590098,4.4514201,
4,1266,3.5,2,14.576263,4.4345931,
4,1267,3.5,2,14.57373,4.4420261,
4,1268,3.5,2,14.583308,4.4612871,
4,1269,3.5,2,14.556834,4.421075,
4,1270,3.5,2,14.528134,4.4166501,
4,1271,3.5,2,14.593699,4.4576651,
4,1272,3.5,2,14.592898,4.4635201,
4,1273,3.5,2,14.59277,4.4708681,
4,1274,3.5,2,14.593398,4.4517201,
4,1275,3.5,2,14.578053,4.4612221,
4,1276,5,1,2.907035,5.6610919,
4,1277,5,1,2.852785,5.4831189,
4,1278,5,1,2.974607,5.6709969,
4,1279,3.666666667,3,0.018909,0.1272941,
4,1280,3.5,2,0.056571,0.1844691,
4,1281,3.5,2,0.050405,0.1851431,
4,1282,3.5,2,2.907083,5.6612849,
4,1283,3.5,2,2.97341033,5.66613402,
4,1284,3.5,2,19.03834,13.0151259,
4,1285,3.5,2,6.6696808,93.1486626,
4,1286,3.5,2,6.67211909,93.15117683,
4,1287,3.5,2,6.641703,93.0391289,
4,1288,4,1,6.64031763,93.009545464,
4,1289,3.5,2,6.6648704,93.1534342,
4,1290,3.5,2,6.6608619,93.1370193,
4,1291,4,1,6.672325,93.1678969,
4,1292,3.5,2,6.6499833,93.1150715,
4,1293,4,1,6.6367896,93.297464508,
4,1294,4,1,6.66254866,93.178460259,
4,1295,4,1,6.6676147,93.221992,
4,1296,4,1,6.6653802,93.223220963,
4,1297,4,1,6.6634369,93.1504368,
4,1298,4,1,6.6684121,93.1466528,
4,1299,4,1,6.66783762,93.159019608,
4,1300,4,1,6.67038171,93.17946877,
4,1301,4,1,6.6771521,93.1713206,
4,1302,4,1,6.65000496,93.170992989,
4,1303,4,1,6.66427966,93.20821132,
4,1304,4,1,6.69811711,93.139707703,
4,1305,4,1,6.66417815,93.130480904,
4,1306,4,1,6.668218,93.1581531,
4,1307,3.5,2,6.6717161,93.1520892,
4,1308,3.5,2,6.6689542,93.1574161,
4,1309,4,1,6.6673993,93.2019122,
4,1310,4,1,6.60757127,93.34789004,
4,1311,4,1,6.6839099,93.1064855,
4,1312,4,1,6.668866,93.1471469,
4,1313,4,1,6.652958,93.1561659,
4,1314,4,1,6.66962718,93.171529431,
4,1315,4,1,6.6110561,93.01589693,
4,1316,4,1,6.67195417,93.157002587,
4,1317,4,1,6.67098399,93.15456714,
4,1318,4,1,6.67531591,93.093144554,
4,1319,4,1,6.6865283,93.216852,
4,1320,4,1,6.6897213,93.1757876,
4,1321,4,1,6.671932,93.1509799,
4,1322,4,1,6.6725576,93.1761054,
4,1323,4,1,6.67116294,93.175504465,
4,1324,4,1,6.66046496,93.156101364,
4,1325,4,1,6.66722828,93.170182962,
4,1326,3.5,2,10.693784,24.8512421,
4,1327,3.5,2,10.7582871,25.0764511,
4,1328,3.5,2,10.7500742,25.0850299,
4,1330,3.5,2,2.9378276,5.6697573,
4,1331,3.5,2,2.775973,5.5983449,
4,1332,3.5,2,2.9249817,5.5325633,
4,1333,3.5,2,2.9375236,5.626714,
4,1334,3.5,2,4.106313,19.2954379,
4,1335,3.5,2,4.1383004,19.3052782,
4,1336,3.5,2,4.118624,19.2951079,
4,1337,3.5,2,4.116528,19.2952999,
4,1338,3.5,2,4.112748,19.2910769,
4,1340,3.5,2,4.1002703,19.2938415,
4,1341,3.5,2,4.1075578,19.2995609,
4,1343,4,1,4.09605268,19.29139103,
4,1344,3.666666667,3,4.1001708,19.2905485,
4,1345,3.5,2,4.101371,19.2951149,
4,1346,3.5,2,4.098598,19.2936799,
4,1347,3.5,2,4.070152,19.3168399,
4,1348,3.5,2,4.05547979,19.32522978,
4,1349,3.5,2,4.072015,19.3151319,
4,1350,3.666666667,3,4.067845,19.3161749,
4,1351,3.5,2,4.06669113,19.31626048,
4,1352,3.5,2,10.7710468,25.1081464,
4,1353,3.5,2,10.8371377,25.1869461,
4,1354,3.5,2,10.7581818,25.0773753,
4,1355,3.5,2,10.8512944,25.164825,
4,1356,3.5,2,2.9227513,5.6412196,
4,1357,3.5,2,2.9296971,5.6643786,
4,1358,3.666666667,3,2.9504826,5.6116223,
4,1359,3.5,2,2.931713,5.6233669,
4,1360,3.5,2,2.982599,5.6507617,
4,1361,3.5,2,4.11938,19.310624,
4,1362,3.666666667,3,4.101613,19.2923219,
4,1363,3.5,2,4.0997496,19.3041469,
4,1364,3.5,2,4.11597845,19.29875102,
4,1365,3.5,2,4.063507,19.3372069,
4,1366,3.5,2,4.1176446,19.3035306,
4,1367,3.5,2,4.118098,19.3034799,
4,1368,4,1,10.697945,25.1044991,
4,1369,3.5,2,10.763973,25.0971816,
4,1370,3.5,2,10.7523465,24.9706918,
4,1371,3.5,2,2.9082639,5.6390534,
4,1372,4,1,2.8958792,5.6343528,
4,1373,4,1,4.1160188,19.297677,
4,1374,3.5,2,4.105855,19.2932269,
4,1375,4,1,2.922034,5.6203429,
4,1376,4,1,2.9190866,5.6441968,
4,1377,4,1,2.925209,5.6427349,
4,1378,4,1,4.107276,19.2935339,
4,1379,4,1,4.117198,19.3023799,
4,1380,4,1,4.0565177,19.3419577,
4,1381,3.5,2,4.1209256,19.290342,
4,1382,4,1,4.10248258,19.29177727,
4,1383,3.5,2,4.069282,19.3370739,
4,1384,4,1,4.0645954,19.318553,
4,1385,3.5,2,4.119298,19.3016799,
4,1386,4,1,7.111657,29.1784531,
4,1387,3.5,2,7.0644,29.1394211,
4,1388,3.5,2,7.0806,29.2071811,
4,1389,3.5,2,19.050609,13.1602859,
4,1390,4,1,2.65946566,19.9327394,
4,1391,4,1,18.476042,13.1642529,
4,1392,4,1,8.716935,6.5081869,
4,1393,4,1,4.117523,19.2984939,
4,1394,4,1,4.118327,19.2991569,
4,1395,3.5,2,10.7499836,25.0592299,
4,1396,4,1,10.7655141,25.0854302,
4,1397,3.5,2,1.3622702,17.4631376,
4,1398,4,1,1.3600765,17.4641159,
4,1399,4,1,1.361228,17.463253,
4,1400,3.5,2,1.7655258,3.9072885,
4,1401,4,1,2.7794623,29.0321684,
4,1402,3.5,2,2.769125,28.9049451,
