first_user_id,venue_id,average_rating,count,difference_latitude,difference_longitude,Y.value
15,1026,4,1,10.98993293,25.16682785,0
15,1027,4,1,10.9909898,25.2805582,0
15,1028,3.5,2,10.91486472,25.10590415,0
15,1030,3.5,2,11.02083183,25.26304405,0
15,1031,4,1,10.9156487,25.0737686,0
15,1032,4,1,10.9730121,25.0388003,0
15,1033,4,1,11.0331037,25.0074128,0
15,1034,3.75,3,10.87459183,25.03704112,0
15,1035,4,1,10.9939648,25.1764252,0
15,1036,3.75,3,10.8429128,25.1639832,0
15,1037,3.25,4,10.9222683,25.1240433,0
15,1038,4,1,10.9971708,25.1770092,0
15,1039,4,1,10.97458771,25.01841586,0
15,1040,3.5,2,3.1335095,5.568432,0
15,1041,3.5,2,3.1216778,5.5817778,0
15,1042,3.75,3,3.129363,5.5836893,0
15,1043,3.5,2,3.0701728,5.4902258,0
15,1044,3.5,2,3.1012578,5.5692058,0
15,1046,3.5,2,3.0796778,5.5668778,0
15,1047,3.5,2,2.6413105,22.09065,0
15,1048,3.5,2,2.7998778,22.2491778,0
15,1049,3.5,2,2.679431667,22.14709241,0
15,1050,3.5,2,2.6251848,22.0954758,0
15,1051,3.25,3,2.6420778,22.1111778,0
15,1052,3.5,2,2.6480663,22.0971983,0
15,1053,3.5,2,2.6440056,21.9711904,0
15,1054,3.5,2,2.649787524,22.12067802,0
15,1055,4,1,7.1401917,29.0515885,0
15,1111,3.5,2,2.862155104,5.44190843,0
15,1136,4.5,2,0.373892991,1.07604463,0
15,1137,3.5,2,8.4176288,5.9368548,0
15,1138,3.5,2,0.0447678,0.4609808,0
15,1174,4,1,3.149230962,5.590266776,0
15,1175,4,1,3.1548838,5.5915458,0
15,1180,3.5,2,2.5942222,29.0962222,0
15,1181,3.5,2,15.5762196,5.2616939,0
15,1182,3.166666667,4,5.0754441,18.0547177,0
15,1183,3.5,2,15.0764564,3.1502444,0
15,1184,3.5,2,4.2867778,19.2127778,0
15,1185,3.5,2,8.897272962,21.9515137,0
15,1186,3.5,2,2.6697555,22.1690755,0
15,1187,3.5,2,3.1345001,5.5898448,0
15,1188,3.5,2,6.1101187,16.1794879,0
15,1189,3.5,2,7.2229168,29.1857212,0
15,1190,3.25,3,7.257524844,29.2144851,0
15,1191,3.5,2,10.9365918,25.1220982,0
15,1192,3.5,2,2.5950518,29.0949963,0
15,1193,3.380952381,13,0.0311518,0.0608852,0
15,1194,3.75,3,2.6699215,22.1693415,0
15,1195,3.5,2,11.23851763,8.804626059,0
15,1196,3.5,2,12.2899778,4.1244222,0
15,1197,3.5,2,0.5028412,29.4142292,0
15,1198,3.75,3,4.252508612,19.23691709,0
15,1199,3.5,2,3.1051408,5.5628649,0
15,1200,3.5,2,3.0983568,5.5585628,0
15,1201,3.5,2,3.0524488,5.5294428,0
15,1202,3.5,2,3.0831277,5.520062,0
15,1203,3.5,2,3.1028448,5.5398578,0
15,1204,3.5,2,2.9742308,5.5365368,0
15,1205,3.25,3,3.1008778,5.5405778,0
15,1206,4,2,3.1109748,5.5406468,0
15,1207,3.5,2,3.137193,5.5935285,0
15,1208,3.5,2,4.2473135,19.2351879,0
15,1209,3.75,3,15.2749488,2.1734062,0
15,1210,4,1,5.0688768,18.0439158,0
15,1211,3.5,2,0.474811894,29.38976209,0
15,1212,4,1,3.557255263,11.74145181,0
15,1213,3.333333333,5,3.084223844,5.563627076,0
15,1214,3.5,2,11.2219418,8.80194385,0
15,1215,4,1,5.3379778,11.7622222,0
15,1216,4,1,10.91966642,25.07276814,0
15,1217,4,1,11.510501,18.7779621,0
15,1218,3.5,2,4.2772683,19.2306523,0
15,1219,4,1,71.1530726,121.2868288,0
15,1220,3.5,2,71.1670278,121.2616178,0
15,1221,3.25,3,71.1323978,121.2533878,0
15,1222,4,1,71.20591223,121.2365194,0
15,1223,3.25,3,71.2193035,121.2840159,0
15,1224,4,1,71.1201537,121.2658131,0
15,1225,4,1,71.1805378,121.2448478,0
15,1226,3.5,2,71.1609326,121.2168028,0
15,1227,4,1,71.1492978,121.2685478,0
15,1228,4,1,71.1342328,121.1707258,0
15,1229,3.5,2,12.2281686,3.585344,0
15,1230,3.25,3,5.0773362,18.0343973,0
15,1231,4,1,6.105923218,16.18602235,0
15,1232,3.5,2,0.4961576,29.4084417,0
15,1233,4,1,3.525456786,11.19561155,0
15,1234,3.5,2,2.6458482,22.1161302,0
15,1235,3.5,2,3.0408328,5.5498488,0
15,1236,4,1,7.2413418,29.1761925,0
15,1237,3.5,2,10.9963311,25.2744803,0
15,1239,3.5,2,8.894083846,21.94962542,0
15,1240,3.5,2,8.8761628,21.9437402,0
15,1241,3.5,2,8.8961296,21.9522994,0
15,1242,4,1,8.903634249,21.9564275,0
15,1243,3.5,2,8.891328138,21.94698613,0
15,1244,3.75,3,8.918109396,21.9520716,0
15,1245,3.5,2,4.265478364,19.29309328,0
15,1246,3.5,2,4.295946102,19.22528703,0
15,1247,3.25,3,4.279978877,19.20988042,0
15,1248,4,2,4.3037246,19.256226,0
15,1249,4,1,4.2475038,19.3017518,0
15,1250,3.666666667,3,4.3565778,19.2335778,0
15,1251,3,2,4.28855,19.214532,0
15,1252,3.5,2,4.3345318,19.2441878,0
15,1253,3.5,2,4.2995138,19.2291678,0
15,1254,4,1,2.6461592,29.1658882,0
15,1255,3,3,15.2676478,2.1428286,0
15,1256,3.5,2,12.2344458,3.5841682,0
15,1257,3.5,2,3.1983058,21.8019158,0
15,1258,3.5,2,0.5026222,29.4372222,0
15,1259,3.5,2,4.315528255,19.28339441,0
15,1260,4,1,3.0224648,5.5520618,0
15,1261,3.5,2,3.1298005,5.5868544,0
15,1262,3.5,2,11.2478778,8.8652778,0
15,1263,3.5,2,10.9612678,25.1794632,0
15,1264,3.25,3,14.7695778,4.5319222,0
15,1266,3.25,3,14.7557428,4.5150952,0
15,1267,3.25,3,14.7532098,4.5225282,0
15,1268,3.25,3,14.7627878,4.5417892,0
15,1269,3.25,3,14.7363138,4.5015771,0
15,1270,3.25,3,14.7076138,4.4971522,0
15,1271,3.25,3,14.7731788,4.5381672,0
15,1272,3.25,3,14.7723778,4.5440222,0
15,1273,3.25,3,14.7722498,4.5513702,0
15,1274,3.25,3,14.7728778,4.5322222,0
15,1275,3.25,3,14.7575328,4.5417242,0
15,1324,3,1,6.48098516,93.07559926,0
15,1326,3.5,2,10.8732638,24.9317442,0
15,1327,3.5,2,10.9377669,25.1569532,0
15,1328,3.5,2,10.929554,25.165532,0
15,1330,3.5,2,3.1173074,5.5892552,0
15,1331,3.5,2,2.9554528,5.5178428,0
15,1332,3.5,2,3.1044615,5.4520612,0
15,1333,3.5,2,3.1170034,5.5462119,0
15,1334,3.5,2,4.2857928,19.2149358,0
15,1335,3.5,2,4.3177802,19.2247761,0
15,1336,3.5,2,4.2981038,19.2146058,0
15,1337,3.5,2,4.2960078,19.2147978,0
15,1338,3.5,2,4.2922278,19.2105748,0
15,1340,3.5,2,4.2797501,19.2133394,0
15,1341,3.5,2,4.2870376,19.2190588,0
15,1343,3.75,3,4.275532476,19.21088893,0
15,1344,3.666666667,3,4.2796506,19.2100464,0
15,1345,3.5,2,4.2808508,19.2146128,0
15,1346,3.5,2,4.2780778,19.2131778,0
15,1347,3.5,2,4.2496318,19.2363378,0
15,1348,3.5,2,4.234959595,19.24472768,0
15,1349,3.75,3,4.2514948,19.2346298,0
15,1350,3.75,3,4.2473248,19.2356728,0
15,1351,3.5,2,4.246170932,19.23575838,0
15,1352,3.5,2,10.9505266,25.1886485,0
15,1353,3.5,2,11.0166175,25.2674482,0
15,1354,3.5,2,10.9376616,25.1578774,0
15,1355,3.5,2,11.0307742,25.2453271,0
15,1356,3.5,2,3.1022311,5.5607175,0
15,1357,3.5,2,3.1091769,5.5838765,0
15,1358,3.666666667,3,3.1299624,5.5311202,0
15,1359,3.5,2,3.1111928,5.5428648,0
15,1360,3.5,2,3.1620788,5.5702596,0
15,1361,3.5,2,4.2988598,19.2301219,0
15,1362,3.666666667,3,4.2810928,19.2118198,0
15,1363,3.5,2,4.2792294,19.2236448,0
15,1364,3.5,2,4.295458248,19.21824892,0
15,1365,3.5,2,4.2429868,19.2567048,0
15,1366,3.5,2,4.2971244,19.2230285,0
15,1367,3.5,2,4.2975778,19.2229778,0
15,1368,3.5,2,10.8774248,25.1850012,0
15,1369,3.5,2,10.9434528,25.1776837,0
15,1370,3.5,2,10.9318263,25.0511939,0
15,1371,3.5,2,3.0877437,5.5585513,0
15,1372,4,1,3.075359,5.5538507,0
15,1373,4,1,4.2954986,19.2171749,0
15,1374,3.5,2,4.2853348,19.2127248,0
15,1375,4,1,3.1015138,5.5398408,0
15,1376,4,1,3.0985664,5.5636947,0
15,1377,4,1,3.1046888,5.5622328,0
15,1378,4,1,4.2867558,19.2130318,0
15,1379,4,1,4.2966778,19.2218778,0
15,1380,4,1,4.2359975,19.2614556,0
15,1381,3.5,2,4.3004054,19.2098399,0
15,1382,4,1,4.281962377,19.21127517,0
15,1383,3.5,2,4.2487618,19.2565718,0
15,1384,4,1,4.2440752,19.2380509,0
15,1385,3.5,2,4.2987778,19.2211778,0
15,1386,4,1,7.2911368,29.2589552,0
15,1387,3.5,2,7.2438798,29.2199232,0
15,1388,3.5,2,7.2600798,29.2876832,0
15,1389,3.5,2,19.2300888,13.0797838,0
15,1390,4,1,2.838945456,19.8522373,0
15,1391,4,1,18.6555218,13.0837508,0
15,1392,4,1,8.8964148,6.4276848,0
15,1393,4,1,4.2970028,19.2179918,0
15,1394,4,1,4.2978068,19.2186548,0
15,1395,3.5,2,10.9294634,25.139732,0
15,1396,4,1,10.9449939,25.1659323,0
15,1397,3.5,2,1.54175,17.5436397,0
15,1398,4,1,1.5395563,17.544618,0
15,1399,3.5,2,1.5407078,17.5437551,0
15,1400,3.5,2,1.9450056,3.8267864,0
15,1401,4,1,2.5999825,29.1126705,0
15,1402,3.5,2,2.5896452,28.9854472,0
15,1403,3.25,3,2.6297363,29.1335121,0
15,1404,3.5,2,2.6307541,29.1329268,0
15,1405,3.5,2,2.5913923,29.072072,0
15,1406,4,1,2.5860222,29.1202222,0
15,1407,4,1,2.5908222,29.1232222,0
15,1408,4,1,2.5809692,29.1160072,0
15,1409,4,1,2.5855486,29.1195388,0
15,1410,3.5,2,6.2156475,16.1718793,0
15,1411,3.25,3,6.198480908,16.17041726,0
15,1412,3.5,2,6.2164968,16.1747508,0
15,1413,3.5,2,7.4513754,15.6807048,0
15,1414,3.5,2,0.5408198,20.0055298,0
15,1415,4,1,4.3745258,18.2790212,0
15,1416,3.5,2,4.3743518,18.2795652,0
15,1417,4,1,4.3759368,18.2786742,0
15,1418,4,1,18.8096638,5.0591552,0
15,1419,3.5,2,12.23227269,3.591438938,0
15,1420,4,1,14.6845988,4.5868032,0
15,1421,3.5,2,13.1931138,13.3092981,0
15,1424,3.5,2,0.0543271,0.0656691,0
15,1427,3,1,0.074885983,0.122454953,0
15,1428,3.444444444,12,0.0730903,0.0794393,0
15,1470,3.583333333,7,1.9734548,5.3062518,0
15,1482,3,2,0.0637778,0.0173222,0
15,1524,3.5,2,0.0401427,0.0540119,0
15,1591,3.5,2,19.2036688,13.0949328,0
15,1629,4,2,19.2297138,13.0812268,0
15,1635,4,1,19.2300247,13.0784075,0
15,1726,3.5,2,0.1384536,0.0134584,0
15,1727,3.5,2,0.137096543,0.006851744,0
